,id,startpos,endpos,text
157,664,54397,54750,"Kohlhaas, der, beim Eintritt in den Saal, einen Junker Hans von Tronka, der ihm entgegen kam, bei der Brust faßte, und in den Winkel des Saals schleuderte, daß er sein Hirn an den Steinen versprützte, fragte, während die Knechte die anderen Ritter, die zu den Waffen gegriffen hatten, überwältigten, und zerstreuten: wo der Junker Wenzel von Tronka sei?"
158,1091,54933,54948,in denen er das
159,765,55020,55042,in den Schloßhof hinab
160,496,55080,55538,"Inzwischen war, vom Feuer der Baracken ergriffen, nun schon das Schloß, mit allen Seitengebäuden, starken Rauch gen Himmel qualmend, angegangen, und während Sternbald, mit drei geschäftigen Knechten, alles, was nicht niet- und nagelfest war, zusammenschleppten, und zwischen den Pferden, als gute Beute, umstürzten, flogen, unter dem Jubel Hersens, aus den offenen Fenstern der Vogtei, die Leichen des Schloßvogts und Verwalters, mit Weib und Kindern, herab."
161,2179,55601,55684,"die alte, von der Gicht geplagte Haushälterin, die dem Junker die Wirtschaft führte"
162,1582,55990,56051,"mit Brechstangen und Beilen eröffnen, kehrte Altäre und Bänke"
163,988,56798,56876,"mit hageldichten, flachen Hieben der Klinge, in den brennenden Schuppen hinein"
164,498,56893,56961,"unter entsetzlichem Gelächter der Umstehenden, die Rappen zu retten."
165,767,57068,57088,"mit den Pferden, die"
166,820,57333,57507,"hob dieser plötzlich, mit einer fürchterlichen Gebärde, den Fuß, daß der Tritt, wenn er ihn getan hätte, sein Tod gewesen wäre: bestieg, ohne ihm zu antworten, seinen Braunen"
167,500,57516,57624,"sich unter das Tor der Burg, und erharrte, inzwischen die Knechte ihr Wesen forttrieben, schweigend den Tag."
168,771,57994,58046,daß die Unternehmung auf die Burg fehlgeschlagen war
169,449,58064,58097,die Brust voll Schmerz und Jammer
170,990,58949,59009,"Wenzel von Tronka, mit dem er in einem gerechten Krieg liege"
171,329,59044,59250,"jeden Bewohner, seine Verwandten und Freunde nicht ausgenommen, verpflichtete, denselben bei Strafe Leibes und des Lebens, und unvermeidlicher Einäscherung alles dessen, was ein Besitztum heißen mag, an ihn"
172,1093,59293,59338,"durch Reisende und Fremde, in der Gegend aus;"
173,1247,59579,59613,von der Aussicht auf Beute gereizt
174,2234,60036,60087,"sein Herz, immer auf die trübsten Ahnungen gestellt"
175,773,61051,61092,er mit seiner Schar in den Klosterhof ein
176,2181,61266,61295,unter das Portal des Klosters
177,2236,61572,61621,das silberne Bildnis des Gekreuzigten in der Hand
178,2238,62104,62138,fürchte Gott und tue kein Unrecht!
179,502,62161,62213,in die Hölle unbefriedigter Rache zurückgeschleudert
180,1869,62271,62337,"ein ungeheurer Wetterschlag, dicht neben ihm, zur Erde niederfiel."
181,822,62900,63246,"ein plötzlich furchtbarer Regenguß, der die Fackeln verlöschend, auf das Pflaster des Platzes niederrauschte, löste den Schmerz in seiner unglücklichen Brust; er wandte, indem er kurz den Hut vor der Dame rückte, sein Pferd, drückte ihm, mit den Worten: folgt mir meine Brüder; der Junker ist in Wittenberg! die Sporen ein, und verließ das Stift."
182,391,63415,63872,"daß er mit einem Haufen von zehn Mann (denn so stark war er jetzt), einem Platz wie Wittenberg war, nicht trotzen konnte, so verfaßte er ein zweites Mandat, worin er, nach einer kurzen Erzählung dessen, was ihm im Lande begegnet, »jeden guten Christen«, wie er sich ausdrückte, »unter Angelobung eines Handgelds und anderer kriegerischen Vorteile«, aufforderte »seine Sache gegen den Junker von Tronka, als dem allgemeinen Feind aller Christen, zu ergreifen"
183,157,63875,64058,"In einem anderen Mandat, das bald darauf erschien, nannte er sich: »einen Reichs-und Weltfreien, Gott allein unterworfenen Herrn«; eine Schwärmerei krankhafter und mißgeschaffener Art"
184,1050,64146,64205,"Gesindel, das der Friede mit Polen außer Brot gesetzt hatte"
185,1308,64248,64265,daß er in der Tat
186,104,64300,64388,"als er sich, zur Einäscherung von Wittenberg, auf die rechte Seite der Elbe zurückbegab."
187,2003,64671,64712,daß das Mandat daselbst schon bekannt sei
188,106,64751,64782,am heiligen Abend vor Pfingsten
189,249,64809,64901,"während die Bewohner im tiefsten Schlaf lagen, an mehreren Ecken zugleich, in Brand steckte."
190,395,64977,65010,an den Türpfeiler einer Kirche an
191,504,65026,65250,"er, Kohlhaas, habe die Stadt in Brand gesteckt, und werde sie, wenn man ihm den Junker nicht ausliefere, dergestalt einäschern, daß er«, wie er sich ausdrückte, »hinter keiner Wand werde zu sehen brauchen, um ihn zu finden«."
192,1591,65626,65655,ein Fähnlein von funfzig Mann
193,397,65863,65910,zu einem höchst gefährlichen kriegerischen Ruhm
194,108,66171,66205,am Abend des nächstfolgenden Tages
195,1052,66523,66557,"Häuser, und fast alle Scheunen der"
196,399,66649,66682,an die Ecken des Rathauses selbst
197,401,66703,66828,"Nachricht über das Schicksal des, von dem Landvogt abgeschickten und von ihm zugrunde gerichteten, Hauptmanns von Gerstenberg"
198,1891,66995,67034,"dem Junker Wenzel von Tronka, auf seine"
199,1054,67131,67160,aus der Stadt entfernt wissen
200,110,67349,67379,am Tage des heiligen Gervasius
201,112,67388,67444,"aus, um den Drachen, der das Land verwüstete, zu fangen."
202,1421,67675,67691,"daß er sich, von"
203,506,68028,68137,"wegen eines scharf wehenden Nordwindes, so verderblich und um sich fressend, daß, in weniger als drei Stunden"
204,508,68154,68285,"Häuser, zwei Kirchen, mehrere Klöster und Schulen, und das Gebäude der kurfürstlichen Landvogtei selbst, in Schutt und Asche lagen."
205,161,68499,68673,"das Volk hatte sich zu Tausenden vor dem, mit Balken und Pfählen verrammelten, Hause des Junkers gelagert, und forderte, mit rasendem Geschrei, seine Abführung aus der Stadt."
206,163,69061,69117,"unvernünftige, mit Spießen und Stangen bewaffnete Haufen"
207,165,69244,69315,"das Haus worin der Junker war zu stürmen, und der Erde gleich zu machen"
208,114,69321,69350,"der Landvogt, Otto von Gorgas"
209,251,70347,70379,aus einer Ohnmacht in die andere
210,1058,70684,71626,"mit einem Blick stiller Verachtung, daß er sich ankleiden, und ihm, zu seiner eigenen Sicherheit, in die Gemächer der Ritterhaft folgen möchte. Als man dem Junker ein Wams angelegt, und einen Helm aufgesetzt hatte, und er, die Brust, wegen Mangels an Luft, noch halb offen, am Arm des Landvogts und seines Schwagers, des Grafen von Gerschau, auf der Straße erschien, stiegen gotteslästerliche und entsetzliche Verwünschungen gegen ihn zum Himmel auf. Das Volk, von den Landsknechten nur mühsam zurückgehalten, nannte ihn einen Blutigel, einen elenden Landplager und Menschenquäler, den Fluch der Stadt Wittenberg, und das Verderben von Sachsen; und nach einem jämmerlichen Zuge durch die in Trümmern liegende Stadt, während welchem er mehreremal, ohne ihn zu vermissen, den Helm verlor, den ihm ein Ritter von hinten wieder aufsetzte, erreichte man endlich das Gefängnis, wo er in einem Turm, unter dem Schutz einer starken Wache, verschwand."
211,403,72065,72118,"mit der Macht, die ihm zu Gebote stehe, zu beschirmen"
212,405,72190,72301,"daß bereits ein Heerhaufen von fünfhundert Mann, unter Anführung des Prinzen Friedrich von Meißen im Anzuge sei"
213,510,72690,72776,"in der Finsternis der Nacht, durch verkleidetes Gesindel, mit Pech, Stroh und Schwefel"
214,407,72830,72933,"selbst einen größeren Schutz, als mit welchem der Prinz von Meißen heranrückte, unwirksam machen können"
215,31,73029,73173,"ganz und gar zu unterdrücken. Er plackte bloß einen Brief, in welchem ihm der Prinz von Meißen seine Ankunft meldete, an die Ecken der Stadt an;"
216,995,73315,73445,"auf die Straße nach Leipzig hinaus, wobei die Reuter, auf eine unbestimmte Art verlauten ließen, daß es nach der Pleißenburg gehe;"
217,1873,73471,73532,"heillosen Junker, an dessen Dasein Feuer und Schwert gebunden"
218,1749,73700,73778,"Kohlhaas in der Tat, durch die sonderbare Stellung, die er in der Welt einnahm"
219,512,74056,74092,mit der Schnelligkeit des Sturmwinds
220,411,75488,75543,"Leipzig, und steckte die Stadt an drei Seiten in Brand."
221,33,75546,75846,"Er nannte sich in dem Mandat, das er, bei dieser Gelegenheit, ausstreute, »einen Statthalter Michaels, des Erzengels, der gekommen sei, an allen, die in dieser Streitsache des Junkers Partei ergreifen würden, mit Feuer und Schwert, die Arglist, in welcher die ganze Welt versunken sei, zu bestrafen«."
222,331,75847,76189,"Dabei rief er, von dem Lützner Schloß aus, das er überrumpelt, und worin er sich festgesetzt hatte, das Volk auf, sich, zur Errichtung einer besseren Ordnung der Dinge, an ihn anzuschließen; und das Mandat war, mit einer Art von Verrückung, unterzeichnet: »Gegeben auf dem Sitz unserer provisorischen Weltregierung, dem Erzschlosse zu Lützen."
223,2009,76484,76511,die Bestürzung in der Stadt
224,2011,76998,77060,"auf den Dörfern der umliegenden Gegend, Deklarationen anheften"
225,1598,77558,77595,einen Heerhaufen von zweitausend Mann
226,2013,77874,77911,und niemand beschreibt die Verwirrung
227,413,77913,77967,die ganz Sachsen und insbesondere die Residenz ergriff
228,1662,78007,78109,"Dörfern bei Leipzig, man wußte nicht von wem, eine Deklaration an den Kohlhaas angeschlagen worden sei"
229,415,78158,78190,bei seinen Vettern Hinz und Kunz
230,451,78205,78633,"Unter diesen Umständen übernahm der Doktor Martin Luther das Geschäft, den Kohlhaas, durch die Kraft beschwichtigender Worte, von dem Ansehn, das ihm seine Stellung in der Welt gab, unterstützt, in den Damm der menschlichen Ordnung zurückzudrücken, und auf ein tüchtiges Element in der Brust des Mordbrenners bauend, erließ er ein Plakat folgenden Inhalts an ihn, das in allen Städten und Flecken des Kurfürstentums angeschlagen"
231,582,78642,80472,"Kohlhaas, der du dich gesandt zu sein vorgibst, das Schwert der Gerechtigkeit zu handhaben, was unterfängst du dich, Vermessener, im Wahnsinn stockblinder Leidenschaft, du, den Ungerechtigkeit selbst, vom Wirbel bis zur Sohle erfüllt? Weil der Landesherr dir, dem du untertan bist, dein Recht verweigert hat, dein Recht in dem Streit um ein nichtiges Gut, erhebst du dich, Heilloser, mit Feuer und Schwert, und brichst, wie der Wolf der Wüste, in die friedliche Gemeinheit, die er beschirmt. Du, der die Menschen mit dieser Angabe, voll Unwahrhaftigkeit und Arglist, verführt: meinst du, Sünder, vor Gott dereinst, an dem Tage, der in die Falten aller Herzen scheinen wird, damit auszukommen? Wie kannst du sagen, daß dir dein Recht verweigert worden ist, du, dessen grimmige Brust, vom Kitzel schnöder Selbstrache gereizt, nach den ersten, leichtfertigen Versuchen, die dir gescheitert, die Bemühung gänzlich aufgegeben hat, es dir zu verschaffen? Ist eine Bank voll Gerichtsdienern und Schergen, die einen Brief, der gebracht wird, unterschlagen, oder ein Erkenntnis, das sie abliefern sollen, zurückhalten, deine Obrigkeit? Und muß ich dir sagen, Gottvergessener, daß deine Obrigkeit von deiner Sache nichts weiß – was sag ich? daß der Landesherr, gegen den du dich auflehnst, auch deinen Namen nicht kennt, dergestalt, daß wenn dereinst du vor Gottes Thron trittst, in der Meinung, ihn anzuklagen, er, heiteren Antlitzes, wird sprechen können: diesem Mann, Herr, tat ich kein Unrecht, denn sein Dasein ist meiner Seele fremd? Das Schwert, wisse, das du führst, ist das Schwert des Raubes und der Mordlust, ein Rebell bist du und kein Krieger des gerechten Gottes, und dein Ziel auf Erden ist Rad und Galgen, und jenseits die Verdammnis, die über die Missetat und die Gottlosigkeit verhängt ist.

Wittenberg, usw.
Martin Luther"
232,716,80497,80523,auf dem Schlosse zu Lützen
233,584,81409,81738,"Eben kam er, während das Volk von beiden Seiten schüchtern auswich, in dem Aufzuge, der ihm, seit seinem letzten Mandat, gewöhnlich war, von dem Richtplatz zurück: ein großes Cherubsschwert, auf einem rotledernen Kissen, mit Quasten von Gold verziert, ward ihm vorangetragen, und zwölf Knechte, mit brennenden Fackeln folgten ihm"
234,118,82190,82772,"Aber wer beschreibt, was in seiner Seele vorging, als er das Blatt, dessen Inhalt ihn der Ungerechtigkeit zieh, daran erblickte: unterzeichnet von dem teuersten und verehrungswürdigsten Namen, den er kannte, von dem Namen Martin Luthers! Eine dunkle Röte stieg in sein Antlitz empor; er durchlas es, indem er den Helm abnahm, zweimal von Anfang bis zu Ende; wandte sich, mit ungewissen Blicken, mitten unter die Knechte zurück, als ob er etwas sagen wollte, und sagte nichts; löste das Blatt von der Wand los, durchlas es noch einmal; und rief: Waldmann! laß mir mein Pferd satteln!"
235,2015,82830,82961,"Mehr als dieser wenigen Worte bedurfte es nicht, um ihn, in der ganzen Verderblichkeit, in der er dastand, plötzlich zu entwaffnen."
236,1878,83464,83496,sobald die Nacht angebrochen war
237,120,84135,84179,dein Odem ist Pest und deine Nähe Verderben!
238,122,84386,84472,"unter den Engeln, deren Psalmen Ihr aufschreibt, seid Ihr nicht sicherer, als bei mir."
239,1171,84509,84619,"fragte: was willst du? Kohlhaas erwiderte: Eure Meinung von mir, daß ich ein ungerechter Mann sei, widerlegen!"
240,612,84893,84994,"wer gab dir das Recht, den Junker von Tronka, in Verfolg eigenmächtiger Rechtsschlüsse, zu überfallen"
241,614,85157,85253,"niemand, fortan! Eine Nachricht, die ich aus Dresden erhielt, hat mich getäuscht, mich verführt!"
242,199,85254,86162,"Der Krieg, den ich mit der Gemeinheit der Menschen führe, ist eine Missetat, sobald ich aus ihr nicht, wie Ihr mir die Versicherung gegeben habt, verstoßen war! Verstoßen! rief Luther, indem er ihn ansah. Welch eine Raserei der Gedanken ergriff dich? Wer hätte dich aus der Gemeinschaft des Staats, in welchem du lebtest, verstoßen? Ja, wo ist, solange Staaten bestehen, ein Fall, daß jemand, wer es auch sei, daraus verstoßen worden wäre? – Verstoßen, antwortete Kohlhaas, indem er die Hand zusammendrückte, nenne ich den, dem der Schutz der Gesetze versagt ist! Denn dieses Schutzes, zum Gedeihen meines friedlichen Gewerbes, bedarf ich; ja, er ist es, dessenhalb ich mich, mit dem Kreis dessen, was ich erworben, in diese Gemeinschaft flüchte; und wer mir ihn versagt, der stößt mich zu den Wilden der Einöde hinaus; er gibt mir, wie wollt Ihr das leugnen, die Keule, die mich selbst schützt, in die Hand."
243,618,86165,86635,"Wer hat dir den Schutz der Gesetze versagt? rief Luther. Schrieb ich dir nicht, daß die Klage, die du eingereicht, dem Landesherrn, dem du sie eingereicht, fremd ist? Wenn Staatsdiener hinter seinem Rücken Prozesse unterschlagen, oder sonst seines geheiligten Namens, in seiner Unwissenheit, spotten; wer anders als Gott darf ihn wegen der Wahl solcher Diener zur Rechenschaft ziehen, und bist du, gottverdammter und entsetzlicher Mensch, befugt, ihn deshalb zu richten?"
244,1276,87395,87886,"Bestrafung des Junkers, den Gesetzen gemäß; Wiederherstellung der Pferde in den vorigen Stand; und Ersatz des Schadens, den ich sowohl, als mein bei Mühlberg gefallener Knecht Herse, durch die Gewalttat, die man an uns verübte, erlitten. – Luther rief: Ersatz des Schadens! Summen zu Tausenden, bei Juden und Christen, auf Wechseln und Pfändern, hast du, zur Bestreitung deiner wilden Selbstrache, aufgenommen. Wirst du den Wert auch, auf der Rechnung, wenn es zur Nachfrage kommt, ansetzen?"
245,37,87922,87939,"Haus und Hof, und"
246,838,88053,88327,"Hersens alte Mutter wird eine Berechnung der Heilkosten, und eine Spezifikation dessen, was ihr Sohn in der Tronkenburg eingebüßt, beibringen; und den Schaden, den ich wegen Nichtverkaufs der Rappen erlitten, mag die Regierung durch einen Sachverständigen abschätzen lassen."
247,1257,88330,88875,"Luther sagte: rasender, unbegreiflicher und entsetzlicher Mensch! und sah ihn an. Nachdem dein Schwert sich, an dem Junker, Rache, die grimmigste, genommen, die sich erdenken läßt: was treibt dich, auf ein Erkenntnis gegen ihn zu bestehen, dessen Schärfe, wenn es zuletzt fällt, ihn mit einem Gewicht von so geringer Erheblichkeit nur trifft? – Kohlhaas erwiderte, indem ihm eine Träne über die Wangen rollte: hochwürdiger Herr! es hat mich meine Frau gekostet; Kohlhaas will der Welt zeigen, daß sie in keinem ungerechten Handel umgekommen ist."
248,41,89028,90135,"Luther sagte: schau her, was du forderst, wenn anders die Umstände so sind, wie die öffentliche Stimme hören läßt, ist gerecht; und hättest du den Streit, bevor du eigenmächtig zur Selbstrache geschritten, zu des Landesherrn Entscheidung zu bringen gewußt, so wäre dir deine Forderung, zweifle ich nicht, Punkt vor Punkt bewilligt worden. Doch hättest du nicht, alles wohl erwogen, besser getan, du hättest, um deines Erlösers willen, dem Junker vergeben, die Rappen, dürre und abgehärmt, wie sie waren, bei der Hand genommen, dich aufgesetzt, und zur Dickfütterung in deinen Stall nach Kohlhaasenbrück heimgeritten? – Kohlhaas antwortete: kann sein! indem er ans Fenster trat: kann sein, auch nicht! Hätte ich gewußt, daß ich sie mit Blut aus dem Herzen meiner lieben Frau würde auf die Beine bringen müssen: kann sein, ich hätte getan, wie Ihr gesagt, hochwürdiger Herr, und einen Scheffel Hafer nicht gescheut! Doch, weil sie mir einmal so teuer zu stehen gekommen sind, so habe es denn, meine ich, seinen Lauf: laßt das Erkenntnis, wie es mir zukömmt, sprechen, und den Junker mir die Rappen auffüttern."
249,1880,91092,91237,"Zu Pfingsten nämlich, wo er an den Tisch des Herrn zu gehen pflege, habe er die Kirche, dieser seiner kriegerischen Unternehmung wegen, versäumt;"
250,1882,91300,91335,"seine Beichte zu empfangen, und ihm"
251,1335,91364,91412,die Wohltat des heiligen Sakraments zu erteilen?
252,43,91516,91576,"Der Herr aber, dessen Leib du begehrst, vergab seinem Feind."
253,587,91815,92204,"Hochwürdiger Herr«, sagte Kohlhaas errötend, indem er seine Hand ergriff, – nun? – »der Herr auch vergab allen seinen Feinden nicht. Laßt mich den Kurfürsten, meinen beiden Herren, dem Schloßvogt und Verwalter, den Herren Hinz und Kunz, und wer mich sonst in dieser Sache gekränkt haben mag, vergeben: den Junker aber, wenn es sein kann, nötigen, daß er mir die Rappen wieder dick füttere."
254,1505,92421,92438,indem er sich die
255,2183,92917,92953,unter die halboffene Tür des Zimmers
256,1962,93040,93162,"und so kann ich, hochwürdigster Herr, der Wohltat versöhnt zu werden, die ich mir von Euch erbat, nicht teilhaftig werden?"
257,1964,93187,93289,"deinem Heiland, nein; dem Landesherrn, – das bleibt einem Versuch, wie ich dir versprach, vorbehalten!"
258,841,93397,93489,"Kohlhaas legte, mit dem Ausdruck schmerzlicher Empfindung, seine beiden Hände auf die Brust;"
259,203,93562,93641,Am anderen Morgen erließ Luther ein Sendschreiben an den Kurfürsten von Sachsen
260,167,93908,94597,"daß bei so ärgerlichen Umständen, nichts anderes zu tun übrig sei, als den Vorschlag des Roßhändlers anzunehmen, und ihm des Vorgefallenen wegen, zur Erneuerung seines Prozesses, Amnestie zu erteilen. Die öffentliche Meinung, bemerkte er, sei auf eine höchst gefährliche Weise, auf dieses Mannes Seite, dergestalt, daß selbst in dem dreimal von ihm eingeäscherten Wittenberg, eine Stimme zu seinem Vorteil spreche; und da er sein Anerbieten, falls er damit abgewiesen werden sollte, unfehlbar, unter gehässigen Bemerkungen, zur Wissenschaft des Volks bringen würde, so könne dasselbe leicht in dem Grade verführt werden, daß mit der Staatsgewalt gar nichts mehr gegen ihn auszurichten sei."
261,257,94609,95161,"daß man, in diesem außerordentlichen Fall, über die Bedenklichkeit, mit einem Staatsbürger, der die Waffen ergriffen, in Unterhandlung zu treten, hinweggehen müsse; daß derselbe in der Tat durch das Verfahren, das man gegen ihn beobachtet, auf gewisse Weise außer der Staatsverbindung gesetzt worden sei; und kurz, daß man ihn, um aus dem Handel zu kommen, mehr als eine fremde, in das Land gefallene Macht, wozu er sich auch, da er ein Ausländer sei, gewissermaßen qualifiziere, als einen Rebellen, der sich gegen den Thron auflehne, betrachten müsse."
262,1671,95208,95239,der Prinz Christiern von Meißen
263,1344,95382,95420,"Großkanzler des Tribunals, Graf Wrede;"
264,261,95469,95491,die beiden Herren Hinz
265,902,95496,95519,"Kunz von Tronka, dieser"
266,1098,95693,95796,"des Herrn geheime Korrespondenz, mit der Befugnis, sich seines Namens und Wappens zu bedienen, besorgte"
267,1532,95876,95893,"hatte, daß er die"
268,1100,96119,96163,völlig grundlose und nichtsnutzige Plackerei
269,1102,97228,97800,"stellte dem Kurfürsten sein Bedenken vor, die Staatsgewalt, zur Durchsetzung einer offenbar unrechtlichen Maßregel, in Anspruch zu nehmen; bemerkte, mit einem bedeutenden Blick auf den Zulauf, den der Roßhändler fortdauernd im Lande fand, daß der Faden der Freveltaten sich auf diese Weise ins Unendliche fortzuspinnen drohe, und erklärte, daß nur ein schlichtes Rechttun, indem man unmittelbar und rücksichtslos den Fehltritt, den man sich zuschulden kommen lassen, wiedergutmachte, ihn abreißen und die Regierung glücklich aus diesem häßlichen Handel herausziehen könne."
270,205,98027,98443,"aber dem Kohlhaas zu seinem Recht verhelfen wolle, bedenke er nicht, daß er Wittenberg und Leipzig, und das ganze durch ihn mißhandelte Land, in seinem gerechten Anspruch auf Schadenersatz, oder wenigstens Bestrafung, beeinträchtige. Die Ordnung des Staats sei, in Beziehung auf diesen Mann, so verrückt, daß man sie schwerlich durch einen Grundsatz, aus der Wissenschaft des Rechts entlehnt, werde einrenken können."
271,1793,99255,99338,"zu erlassen, und wegen Mißbrauchs des landesherrlichen Namens den Prozeß zu machen."
272,684,99339,99649,"Denn wenn Notwendigkeit erfordere, den Schleier vor dem Thron der Gerechtigkeit niederzulassen, über eine Reihe von Freveltaten, die unabsehbar wie sie sich forterzeugt, vor den Schranken desselben zu erscheinen, nicht mehr Raum fänden, so gelte das nicht von der ersten, die sie veranlaßt; und allererst seine"
273,1175,99650,99855,"Anklage auf Leben und Tod könne den Staat zur Zermalmung des Roßhändlers bevollmächtigen, dessen Sache, wie bekannt, sehr gerecht sei, und dem man das Schwert, das er führe, selbst in die Hand gegeben. Der"
274,1177,99938,99964,über das ganze Gesicht rot
275,417,99993,100684,"Der Graf Kallheim, nach einer verlegenen Pause von allen Seiten, sagte, daß man auf diese Weise aus dem Zauberkreise, in dem man befangen, nicht herauskäme. Mit demselben Rechte könne seinem Neffen, dem Prinzen Friedrich, der Prozeß gemacht werden; denn auch er hätte, auf dem Streifzug sonderbarer Art, den er gegen den Kohlhaas unternommen, seine Instruktion auf mancherlei Weise überschritten: dergestalt, daß wenn man nach der weitläufigen Schar derjenigen frage, die die Verlegenheit, in welcher man sich befinde, veranlaßt, er gleichfalls unter die Zahl derselben würde benannt, und von dem Landesherrn wegen dessen was bei Mühlberg vorgefallen, zur Rechenschaft gezogen werden müssen."
276,1795,100997,101058,"freies Geleit nach Dresden, und erneuerte Untersuchung seiner"
277,2258,101372,101409,indem er den Finger an die Nase legte
278,2260,101440,101487,"gleichviel wie, das Erkenntnis der Rappen wegen"
279,2262,101521,101624,den Kohlhaas auf den Grund seiner Mordbrennereien und Räubereien einzustecken: eine staatskluge Wendung
280,2264,101692,101732,des Beifalls der Welt und Nachwelt gewiß
281,1347,102063,102285,"Es schien, die Präliminar-Maßregel, deren der Prinz gedacht, hatte seinem für Freundschaft sehr empfänglichen Herzen die Lust benommen, den Heereszug gegen den Kohlhaas, zu welchem schon alles vorbereitet war, auszuführen."
282,1104,102465,102486,der Roßhändler in der
283,1797,102872,102908,die ganze Leitung der Kohlhaasischen
284,1677,102920,103021,"schon nach wenigen Tagen erschien ein Plakat, das wir, dem Hauptinhalt nach, folgendermaßen mitteilen"
285,124,103025,103059,Wir etc. etc. Kurfürst von Sachsen
286,624,103460,103522,"bei dem Tribunal zu Dresden mit seiner Klage, der Rappen wegen"
287,1966,103603,103635,sich selbst Recht zu verschaffen
288,263,103942,104012,ein Exemplar dieses in allen Plätzen des Landes angeschlagenen Plakats
289,626,104031,104085,so bedingungsweise auch die darin geführte Sprache war
290,126,105533,105677,"daß der Würgengel da sei, der die Volksbedrücker mit Feuer und Schwert verfolge, hatte ganz Dresden, Stadt und Vorstadt, auf die Beine gebracht;"
291,45,106015,106046,halb entkleidet an einem Tische
292,47,106054,106259,"ob, er Kohlhaas, der Roßhändler, wäre? worauf Kohlhaas, indem er eine Brieftasche mit mehreren über sein Verhältnis lautenden Papieren aus seinem Gurt nahm, und ihm ehrerbietig überreichte, antwortete: ja!"
293,1106,106446,106467,Wenzel von Tronka vor
294,267,106488,106623,"Der Prinz, nach einem flüchtigen Blick, womit er ihn von Kopf zu Fuß überschaute, durchlief die in der Brieftasche befindlichen Papiere"
295,269,106670,106709,von dem Gericht zu Lützen ausgestellten
296,271,107217,107278,"an den Großkanzler des Tribunals, Grafen Wrede, selbst wenden"
297,1179,107588,107617,"vor sich nieder, und schwieg."
298,273,107929,107969,"die Wache, sobald ich es wünsche, wieder"
299,275,108175,108298,"daß der Mann, in dessen Hause sie zurückblieben, frei wäre, und daß sie ihm bloß zu seinem Schutz, wenn er ausginge, folgen"
300,277,108670,108734,der ihn mit Milde und Freundlichkeit in seinem Vorgemach empfing
301,1680,108809,108884,"den ganzen Verlauf der Sache, von Anfang bis zu Ende, hatte erzählen lassen"
302,279,108917,108952,Abfassung und Einreichung der Klage
303,281,108957,109013,"einen, bei dem Gericht angestellten, berühmten Advokaten"
304,520,109113,109402,"ganz der ersten niedergeschlagenen gemäß, auf Bestrafung des Junkers nach den Gesetzen, Wiederherstellung der Pferde in den vorigen Stand, und Ersatz seines Schadens sowohl, als auch dessen, den sein bei Mühlberg gefallener Knecht Herse erlitten hatte, zugunsten der alten Mutter desselben"
305,2185,109838,110016,"sich zur Verantwortung auf die von dem Roßhändler Kohlhaas gegen ihn eingereichte Klage, wegen widerrechtlich abgenommener und zugrunde gerichteter Rappen, in Dresden zu stellen."
306,2187,110132,110177,mit der größesten Erbitterung und Verachtung;
307,1181,110194,110281,"einen Elenden und Nichtswürdigen, der Schande und Schmach über die ganze Familie bringe"
308,1108,110301,110321,daß er seinen Prozeß
309,2191,110446,110476,"er, zum Hohngelächter der Welt"
310,2193,110650,110730,"von dem ganzen verwünschten Handel, der ihn ins Unglück stürze, nur wenig gewußt"
311,1514,110740,110775,der Schloßvogt und der Verwalter an
312,692,111191,111209,"Hinz und Kunz, die"
313,2095,113254,113281,"Herren Hinz und Kunz, denen"
314,2196,113590,113705,"Herr Wenzel von Tronka erließ demnach, als Erb-, Lehns- und Gerichtsherr, ein Schreiben an die Gerichte zu Wilsdruf"
315,1473,113776,113793,"die, wie er sagte"
316,1534,114128,114180,"erschien auch wirklich, wenige Tage darauf, der Mann"
317,2022,114251,114305,"dürr und wankend, an die Runge seines Karrens gebunden"
318,843,114332,114445,"das Unglück aber Herrn Wenzels, und noch mehr des ehrlichen Kohlhaas wollte, daß es der Abdecker aus Döbbeln war."
319,169,114915,115300,"Aber wie betreten waren die Ritter, als sie bereits einen, von Augenblick zu Augenblick sich vergrößernden Haufen von Menschen, den das Schauspiel herbeigezogen, um den zweirädrigen Karren, an dem die Tiere befestigt waren, erblickten; unter unendlichem Gelächter einander zurufend, daß die Pferde schon, um derenthalben der Staat wanke, an den Schinder gekommen wären! Der Junker, der"
320,1538,115342,115409,"jämmerlichen Tiere, die alle Augenblicke sterben zu wollen schienen"
321,2198,115445,115504,"das wären die Pferde nicht, die er dem Kohlhaas abgenommen;"
322,1185,115521,115929,"der Kämmerer, einen Blick sprachlosen Grimms voll auf ihn werfend, der, wenn er von Eisen gewesen wäre, ihn zerschmettert hätte, trat, indem er seinen Mantel, Orden und Kette entblößend, zurückschlug, zu dem Abdecker heran, und fragte ihn: ob das die Rappen wären, die der Schäfer von Wilsdruf an sich gebracht, und der Junker Wenzel von Tronka, dem sie gehörten, bei den Gerichten daselbst requiriert hätte?"
