text,startpos,endpos,frequency,passage_type
"Diese letzten Worte wurden unter dem Schirme einer weiten Buche gesprochen, die den Eingang der Schlucht überwölbte. Es war jetzt ganz finster; das erste Mondviertel stand am Himmel, aber seine schwachen Schimmer dienten nur dazu, den Gegenständen, die sie zuweilen durch eine Lücke der Zweige berührten, ein fremdartiges Ansehen zu geben. Friedrich hielt sich dicht hinter seinem Ohm; sein Odem ging schnell, und wer seine Züge hätte unterscheiden können, würde den Ausdruck einer ungeheuren, doch mehr phantastischen als furchtsamen Spannung darin wahrgenommen haben. So schritten beide rüstig voran, Simon mit dem festen Schritt des abgehärteten Wanderers, Friedrich schwankend und wie im Traum. Es kam ihm vor, als ob alles sich bewegte und die Bäume in den einzelnen Mondstrahlen bald zusammen, bald voneinander schwankten. Baumwurzeln und schlüpfrige Stellen, wo sich das Regenwasser gesammelt, machten seinen Schritt unsicher; er war einige Male nahe daran, zu fallen.",23084,24059,2.2142857142857144,cited
" Jetzt schien sich in einiger Entfernung das Dunkel zu brechen, und bald traten beide in eine ziemlich große Lichtung. ",24059,24178,0.0,not_cited
"Der Mond schien klar hinein und zeigte, daß hier noch vor kurzem die Axt unbarmherzig gewütet hatte. Überall ragten Baumstümpfe hervor, manche mehrere Fuß über der Erde, wie sie gerade in der Eile am bequemsten zu durchschneiden gewesen waren; die verpönte Arbeit mußte unversehens unterbrochen worden sein, denn eine Buche lag quer über dem Pfad, in vollem Laube, ihre Zweige hoch über sich streckend und im Nachtwinde mit den noch frischen Blättern zitternd. Simon blieb einen Augenblick stehen und betrachtete den gefällten Stamm mit Aufmerksamkeit.",24178,24730,4.846153846153846,cited
 ,24730,24731,0.0,not_cited
"In der Mitte der Lichtung stand eine alte Eiche, mehr breit als hoch; ein blasser Strahl, der durch die Zweige auf ihren Stamm fiel, zeigte, daß er hohl sei, was ihn wahrscheinlich vor der allgemeinen Zerstörung geschützt hatte.",24731,24959,2.0,cited
 ,24959,24960,0.0,not_cited
"Hier ergriff Simon plötzlich des Knaben Arm.
»Friedrich, kennst du den Baum? Das ist die breite Eiche.« – Friedrich fuhr zusammen und klammerte sich mit kalten Händen an seinen Ohm. »Sieh«, fuhr Simon fort, »hier haben Ohm Franz und der Hülsmeyer deinen Vater gefunden, als er in der Betrunkenheit ohne Buße und Ölung zum Teufel gefahren war.« – »Ohm, Ohm!« keuchte Friedrich. – »Was fällt dir ein? Du wirst dich doch nicht fürchten? Satan von einem Jungen, du kneipst mir den Arm! Laß los, los!« – Er suchte den Knaben abzuschütteln. – »Dein Vater war übrigens eine gute Seele; Gott wirds nicht so genau mit ihm nehmen. Ich hatt ihn so lieb wie meinen eigenen Bruder.",24960,25628,3.3333333333333335,cited
« – ,25628,25632,0.0,not_cited
Friedrich ließ den Arm seines Ohms los; beide legten schweigend den übrigen Teil des Waldes zurück,25632,25730,1.0,cited
", und das Dorf Brede lag vor ihnen mit seinen Lehmhütten und den einzelnen bessern Wohnungen von Ziegelsteinen, zu denen auch Simons Haus gehörte.
",25730,25877,0.0,not_cited
"Am nächsten Abend saß Margreth schon seit einer Stunde mit ihrem Rocken vor der Tür und wartete auf ihren Knaben. Es war die erste Nacht, die sie zugebracht hatte, ohne den Atem ihres Kindes neben sich zu hören, und Friedrich kam noch immer nicht. Sie war ärgerlich und ängstlich und wußte, daß sie beides ohne Grund war. Die Uhr im Turm schlug sieben, das Vieh kehrte heim; er war noch immer nicht da, und sie mußte aufstehen, um nach den Kühen zu schauen. Als sie wieder in die dunkle Küche trat, stand Friedrich am Herde; er hatte sich vornüber gebeugt und wärmte die Hände an den Kohlen. Der Schein spielte auf seinen Zügen und gab ihnen ein widriges Ansehen von Magerkeit und ängstlichem Zucken. Margreth blieb in der Tennentür stehen, so seltsam verändert kam ihr das Kind vor.
»Friedrich, wie gehts dem Ohm?« Der Knabe murmelte einige unverständliche Worte und drängte sich dicht an die Feuermauer. – »Friedrich, hast du das Reden verlernt? Junge, tu das Maul auf! Du weißt ja doch, daß ich auf dem rechten Ohr nicht gut höre.« – Das Kind erhob seine Stimme und geriet dermaßen ins Stammeln, daß Margreth es um nichts mehr begriff. – »Was sagst du? Einen Gruß von Meister Semmler? Wieder fort? Wohin? Die Kühe sind schon zu Hause. Verfluchter Junge, ich kann dich nicht verstehen. Wart, ich muß einmal sehen, ob du keine Zunge im Munde hast!« – Sie trat heftig einige Schritte vor. Das Kind sah zu ihr auf mit dem Jammerblick eines armen, halbwüchsigen Hundes, der Schildwacht stehen lernt, und begann in der Angst mit den Füßen zu stampfen und den Rücken an der Feuermauer zu reiben.
Margreth stand still; ihre Blicke wurden ängstlich. Der Knabe erschien ihr wie zusammengeschrumpft, auch seine Kleider waren nicht dieselben, nein, das war ihr Kind nicht! und dennoch –. »Friedrich, Friedrich!« rief sie.
In der Schlafkammer klappte eine Schranktür, und der Gerufene trat hervor, in der einen Hand eine sogenannte Holschenvioline",25877,27814,3.4,cited
", das heißt einen alten Holzschuh, mit drei bis vier zerschabten Geigensaiten überspannt, ",27814,27904,0.0,not_cited
"in der anderen einen Bogen, ganz des Instrumentes würdig. So ging er gerade auf sein verkümmertes Spiegelbild zu, seinerseits mit einer Haltung bewußter Würde und Selbständigkeit, die in diesem Augenblicke den Unterschied zwischen beiden sonst merkwürdig ähnlichen Knaben stark hervortreten ließ.",27904,28200,3.0,cited
"
»Da, Johannes!« sagte er und reichte ",28200,28238,0.0,not_cited
ihm mit einer Gönnermiene das Kunstwerk,28238,28277,1.0,cited
", »",28277,28280,0.0,not_cited
"da ist die Violine, die ich dir versprochen habe. Mein Spielen ist vorbei, ich muß jetzt Geld verdienen.",28280,28384,2.0,cited
"« – Johannes warf noch einmal einen scheuen Blick auf Margreth, streckte dann langsam seine Hand aus, bis er das Dargebotene fest ergriffen hatte, und brachte es wie verstohlen unter die Flügel seines armseligen Jäckchens.
Margreth stand ganz still und ließ die Kinder gewähren. Ihre Gedanken hatten eine andere, sehr ernste Richtung genommen, und sie blickte ",28384,28744,0.0,not_cited
mit unruhigem Auge von einem auf den andern.,28744,28788,1.0,cited
 ,28788,28789,0.0,not_cited
"Der fremde Knabe hatte sich wieder über die Kohlen gebeugt mit einem Ausdruck augenblicklichen Wohlbehagens, der an Albernheit grenzte, während in Friedrichs Zügen der Wechsel eines offenbar mehr selbstischen als gutmütigen Mitgefühls spielte und sein Auge in fast glasartiger Klarheit zum erstenmale bestimmt den Ausdruck jenes ungebändigten Ehrgeizes und Hanges zum Großtun zeigte, der nachher als so starkes Motiv seiner meisten Handlungen hervortrat.",28789,29243,4.0,cited
" Der Ruf seiner Mutter störte ihn aus Gedanken, die ihm ebenso neu als angenehm waren. Sie saß wieder am Spinnrade.
»Friedrich«, sagte sie zögernd, »sag einmal –« und schwieg dann. Friedrich sah auf und wandte sich, da er nichts weiter vernahm, wieder zu seinem Schützling. – »Nein, höre –« und dann leiser: »Was ist das für ein Junge? Wie heißt er?« – Friedrich antwortete ebenso leise: »Das ist des Ohms Simon Schweinehirt, der eine Botschaft an den Hülsmeyer hat. Der Ohm hat mir ein paar Schuhe und eine Weste von Drillich gegeben, die hat mir der Junge unterwegs getragen; dafür hab ich ihm meine Violine versprochen; er ist ja doch ein armes Kind; Johannes heißt er.« – »Nun?« ",29243,29926,0.0,not_cited
"sagte Margreth. – »Was willst du, Mutter?« – »Wie heißt er weiter? – »Ja – weiter nicht – oder warte – doch: Niemand, Johannes Niemand heißt er. – Er hat keinen Vater«, fügte er leiser hinzu.",29926,30117,1.5,cited
"
Margreth stand auf und ging in die Kammer. Nach einer Weile kam sie heraus mit einem harten, finstern Ausdruck in den Mienen. »So, Friedrich«, sagte sie, »laß den Jungen gehen, daß er seine Bestellung machen kann. – Junge, was liegst du da in der Asche? Hast du zu Hause ",30117,30389,0.0,not_cited
nichts zu tun?,30389,30403,1.0,cited
"« – Der Knabe raffte sich mit der Miene eines Verfolgten so eilfertig auf, daß ihm alle Glieder im Wege standen und die Holschenvioline ",30403,30539,0.0,not_cited
bei einem Haar ins Feuer gefallen wäre.,30539,30578,1.0,cited
" – »Warte, Johannes«, sagte Friedrich stolz, »ich will dir mein halbes Butterbrot geben, es ist mir doch zu groß, die Mutter schneidet allemal übers ganze Brot.« – »Laß doch«, sagte Margreth, »er geht ja nach Hause.« – »Ja, aber er bekommt nichts mehr; Ohm Simon ißt um 7 Uhr.« Margreth wandte sich zu dem Knaben: »Hebt man dir nichts auf? Sprich: wer sorgt für dich?« – »Niemand«, stotterte das Kind. – »Niemand?« wiederholte sie; »da nimm, nimm!« fügte sie heftig hinzu; »",30578,31052,0.0,not_cited
"du heißt Niemand, und niemand sorgt für dich! Das sei Gott geklagt!",31052,31119,1.3333333333333333,cited
 Und nun mach dich fort! ,31119,31144,0.0,not_cited
"Friedrich, geh nicht mit ihm, hörst du, geht nicht zusammen durchs Dorf.",31144,31216,1.5,cited
"« – »Ich will ja nur Holz holen aus dem Schuppen«, antwortete Friedrich. – Als ",31216,31295,0.0,not_cited
"beide Knaben fort waren, warf sich Margreth auf einen Stuhl und schlug die Hände mit dem Ausdruck des tiefsten Jammers zusammen. Ihr Gesicht war bleich wie ein Tuch. »Ein falscher Eid, ein falscher Eid!« stöhnte sie. »Simon, Simon, wie willst du vor Gott bestehen!",31295,31559,3.4,cited
"«
So saß sie eine Weile, starr mit geklemmten Lippen, wie in völliger Geistesabwesenheit. ",31559,31649,0.0,not_cited
"Friedrich stand vor ihr und hatte sie schon zweimal angeredet. »Was ists? Was willst du?« rief sie auffahrend. – »Ich bringe Euch Geld«, sagte er, mehr erstaunt als erschreckt. – »Geld?",31649,31834,1.0,cited
" Wo?« Sie regte sich, und die kleine Münze fiel klingend auf den Boden. Friedrich hob sie auf. – »Geld vom Ohm Simon, weil ich ihm habe arbeiten helfen. Ich kann mir nun selber was verdienen.« – »Geld vom Simon? Wirfs fort, fort! – Nein, gibs den Armen. Doch nein, behalts«, flüsterte sie kaum hörbar, »",31834,32137,0.0,not_cited
"wir sind selber arm; wer weiß, ob wir bei dem Betteln vorbeikommen!",32137,32204,1.5,cited
"« – »Ich soll Montag wieder zum Ohm und ihm bei der Einsaat helfen.« – »Du wieder zu ihm? Nein, nein, nimmermehr!« – Sie umfaßte ihr Kind mit Heftigkeit. – »Doch«, fügte sie hinzu, und ein Tränenstrom stürzte ihr plötzlich über die eingefallenen Wangen, »geh, er ist mein einziger Bruder, und die Verleumdung ist groß! ",32204,32523,0.0,not_cited
Aber halt Gott vor Augen und vergiß das tägliche Gebet nicht!,32523,32584,3.0,cited
"«
",32584,32586,0.0,not_cited
"Margreth legte das Gesicht an die Mauer und weinte laut. Sie hatte manche harte Last getragen, ihres Mannes üble Behandlung, noch schwerer seinen Tod, und es war eine bittere Stunde, als die Witwe das letzte Stück Ackerland einem Gläubiger zur Nutznießung überlassen mußte und der Pflug vor ihrem Hause stillestand. Aber so war ihr nie zumute gewesen; dennoch, nachdem sie einen Abend durchweint, eine Nacht durchwacht hatte, war sie dahin gekommen, zu denken, ihr Bruder Simon könne so gottlos nicht sein, der Knabe gehöre gewiß nicht ihm, Ähnlichkeiten wollen nichts beweisen. Hatte sie doch selbst vor vierzig Jahren ein Schwesterchen verloren, das genau dem fremden Hechelkrämer glich. Was glaubt man nicht gern, wenn man so wenig hat und durch Unglauben dies wenige verlieren soll!",32586,33372,4.066666666666666,cited
"
Von dieser Zeit an war Friedrich selten mehr zu Hause. Simon schien ",33372,33441,0.0,not_cited
"alle wärmeren Gefühle, deren er fähig war, dem Schwestersohn zugewendet zu haben;",33441,33522,1.0,cited
" wenigstens vermißte er ihn sehr und ließ nicht nach mit Botschaften, wenn ein häusliches Geschäft ihn auf einige Zeit bei der Mutter hielt. ",33522,33663,0.0,not_cited
"Der Knabe war seitdem wie verwandelt, das träumerische Wesen gänzlich von ihm gewichen, er trat fest auf, fing an, sein Äußeres zu beachten und bald in den Ruf eines hübschen, gewandten Burschen zu kommen.",33663,33868,1.8,cited
" Sein Ohm, der nicht wohl ohne Projekte leben konnte, unternahm mitunter ziemlich bedeutende öffentliche Arbeiten, zum Beispiel beim Wegbau, wobei Friedrich für einen seiner besten Arbeiter und überall ",33868,34070,0.0,not_cited
als seine rechte Hand galt;,34070,34097,1.0,cited
" denn obgleich dessen Körperkräfte noch nicht ihr volles Maß erreicht hatten, kam ihm doch nicht leicht jemand an Ausdauer gleich. Margreth hatte bisher ihren Sohn nur geliebt, jetzt fing sie an, ",34097,34293,0.0,not_cited
"stolz auf ihn zu werden und sogar eine Art Hochachtung vor ihm zu fühlen, da sie den jungen Menschen so ganz ohne ihr Zutun sich entwickeln sah, sogar ohne ihren Rat, den sie",34293,34467,1.3333333333333333,cited
", wie die meisten Menschen, für unschätzbar hielt und deshalb die Fähigkeiten nicht hoch genug anzuschlagen wußte, die eines so kostbaren Förderungsmittels entbehren konnten.
",34467,34642,0.0,not_cited
"In seinem achtzehnten Jahre hatte Friedrich sich bereits einen bedeutenden Ruf in der jungen Dorfwelt gesichert durch den Ausgang einer Wette, infolge deren er einen erlegten Eber über zwei Meilen weit auf seinem Rücken trug, ohne abzusetzen.",34642,34884,2.2,cited
 ,34884,34885,0.0,not_cited
"Indessen war der Mitgenuß des Ruhms auch so ziemlich der einzige Vorteil, den Margreth aus diesen günstigen Umständen zog, da Friedrich immer mehr auf sein Äußeres verwandte und allmählich anfing, es schwer zu verdauen, wenn Geldmangel ihn zwang, irgend jemand im Dorf darin",34885,35159,1.0,cited
 nachzustehen. Zudem waren ,35159,35186,0.0,not_cited
alle seine Kräfte auf den auswärtigen Erwerb gerichtet; zu,35186,35244,1.0,cited
" Hause schien ihm, ganz im Widerspiel mit seinem sonstigen Rufe, jede anhaltende Beschäftigung lästig, und er unterzog ",35244,35363,0.0,not_cited
"sich lieber einer harten, aber kurzen Anstrengung, die ihm bald erlaubte, seinem früheren Hirtenamte wieder nachzugehen",35363,35482,1.0,cited
", was bereits begann, seinem Alter unpassend zu werden, und ",35482,35542,0.0,not_cited
"ihm gelegentlichen Spott zuzog, vor dem er sich aber durch ein paar derbe Zurechtweisungen mit der Faust Ruhe verschaffte.",35542,35664,1.0,cited
 ,35664,35665,0.0,not_cited
"So gewöhnte man sich daran, ihn bald geputzt und fröhlich als anerkannten Dorfelegant an der Spitze des jungen Volks zu sehen, bald wieder als zerlumpten Hirtenbuben einsam und träumerisch hinter den Kühen herschleichend oder in einer Waldlichtung liegend, scheinbar gedankenlos und das Moos von den Bäumen rupfend.",35665,35980,3.272727272727273,cited
"
Um diese Zeit wurden die schlummernden Gesetze doch einigermaßen aufgerüttelt durch eine Bande von Holzfrevlern, die unter dem Namen der Blaukittel alle ihre Vorgänger so weit an List und Frechheit übertraf, daß es dem Langmütigsten zuviel werden mußte. Ganz gegen den gewöhnlichen Stand der Dinge, wo man die stärksten Böcke der Herde mit dem Finger bezeichnen konnte, war es hier trotz aller Wachsamkeit bisher nicht möglich gewesen, auch nur ein Individuum namhaft zu machen. Ihre Benennung erhielten sie von der ganz gleichförmigen Tracht, durch die sie das Erkennen erschwerten, wenn etwa ein Förster noch einzelne Nachzügler im Dickicht verschwinden sah. ",35980,36642,0.0,not_cited
"Sie verheerten alles wie die Wanderraupe, ganze Waldstrecken wurden in einer Nacht gefällt und auf der Stelle fortgeschafft, so daß man am andern Morgen nichts fand als Späne und wüste Haufen von Topholz",36642,36845,1.0,cited
", und der Umstand, daß nie Wagenspuren einem Dorfe zuführten, sondern immer vom Flusse her und dorthin zurück, bewies, daß man unter dem Schutze und vielleicht mit dem Beistande der Schiffeigentümer handelte. In der Bande mußten sehr gewandte Spione sein, denn die Förster konnten wochenlang umsonst wachen; in der ersten Nacht, gleichviel, ob stürmisch oder mondhell, wo sie vor Übermüdung nachließen, brach die Zerstörung ein. Seltsam war es, daß das Landvolk umher ebenso unwissend und gespannt schien als die Förster selber. Von einigen Dörfern ward mit Bestimmtheit gesagt, daß sie nicht zu den Blaukitteln gehörten, aber keines konnte als dringend verdächtig bezeichnet werden, seit ",36845,37534,0.0,not_cited
"man das verdächtigste von allen, das Dorf B.",37534,37578,1.0,cited
", freisprechen mußte. ",37578,37600,0.0,not_cited
"Ein Zufall hatte dies bewirkt, eine Hochzeit, auf der fast alle Bewohner dieses Dorfes notorisch die Nacht zugebracht hatten, während zu eben dieser Zeit die Blaukittel eine ihrer stärksten Expeditionen ausführten.",37600,37814,2.0,cited
"
",37814,37815,0.0,not_cited
"Der Schaden in den Forsten war indes allzugroß, deshalb wurden die Maßregeln dagegen auf eine bisher unerhörte Weise gesteigert; Tag und Nacht wurde patrouilliert, Ackerknechte, Hausbediente mit Gewehren versehen und den Forstbeamten zugesellt. Dennoch war der Erfolg nur gering, und die Wächter hatten oft kaum das eine Ende des Forstes verlassen, wenn die Blaukittel schon zum andern einzogen. Das währte länger als ein volles Jahr, Wächter und Blaukittel, Blaukittel und Wächter, wie Sonne und Mond immer abwechselnd im Besitz des Terrains und nie zusammentreffend.",37815,38383,3.125,cited
"
",38383,38384,0.0,not_cited
"Es war im Juli 1756 früh um drei; der Mond stand klar am Himmel, aber sein Glanz fing an zu ermatten, und im Osten zeigte sich bereits ein schmaler gelber Streif, der den Horizont besäumte und den Eingang einer engen Talschlucht wie mit einem Goldbande schloß. Friedrich lag im Grase, nach seiner gewohnten Weise, und schnitzelte an einem Weidenstabe, dessen knotigem Ende er die Gestalt eines ungeschlachten Tieres zu geben versuchte. Er sah übermüdet aus, gähnte, ließ mitunter seinen Kopf an einem verwitterten Stammknorren ruhen und Blicke, dämmeriger als der Horizont, über den mit Gestrüpp und Aufschlag fast verwachsenen Eingang des Grundes streifen. Ein paarmal belebten sich seine Augen und nahmen den ihnen eigentümlichen glasartigen Glanz an",38384,39136,2.0,cited
", aber gleich nachher schloß er sie wieder halb und gähnte und dehnte sich, wie es nur faulen Hirten erlaubt ist. Sein Hund lag in einiger Entfernung nah bei den Kühen, die, unbekümmert um die Forstgesetze, ebenso oft den jungen Baumspitzen als dem Grase zusprachen und in die frische Morgenluft schnaubten. Aus dem Walde drang von Zeit zu Zeit ein dumpfer, krachender Schall; der Ton hielt nur einige Sekunden an, begleitet von einem langen Echo an den Bergwänden, und wiederholte sich etwa alle fünf bis acht Minuten. Friedrich achtete nicht darauf; nur zuweilen, wenn das Getöse ungewöhnlich stark oder anhaltend war, hob er den Kopf und ließ seine Blicke langsam über die verschiedenen Pfade gleiten, die ihren Ausgang in dem Talgrunde fanden.
",39136,39884,0.0,not_cited
"Es fing bereits stark zu dämmern an; die Vögel begannen leise zu zwitschern, und der Tau stieg fühlbar aus dem Grunde. Friedrich war an dem Stamm hinabgeglitten und starrte, die Arme über den Kopf verschlungen, in das leise einschleichende Morgenrot. Plötzlich fuhr er auf: über sein Gesicht fuhr ein Blitz, er horchte einige Sekunden mit vorgebeugtem Oberleib wie ein Jagdhund, dem die Luft Witterung zuträgt. Dann schob er schnell zwei Finger in den Mund und pfiff gellend und anhaltend. – »Fidel, du verfluchtes Tier!« – Ein Steinwurf traf die Seite des unbesorgten Hundes, der, vom Schlafe aufgeschreckt, zuerst um sich biß und dann heulend auf drei Beinen dort Trost suchte, von wo das Übel ausgegangen war. In demselben Augenblicke wurden die Zweige eines nahen Gebüsches fast ohne Geräusch zurückgeschoben, und ein Mann trat heraus, im grünen Jagdrock, den silbernen Wappenschild am Arm, die gespannte Büchse in der Hand. Er ließ schnell seine Blicke über die Schlucht fahren und sie dann mit besonderer Schärfe auf dem Knaben verweilen, trat dann vor, winkte nach dem Gebüsch, und allmählich wurden sieben bis acht Männer sichtbar, alle in ähnlicher Kleidung, Weidmesser im Gürtel und die gespannten Gewehre in der",39884,41106,2.111111111111111,cited
" Hand.
»",41106,41114,0.0,not_cited
"Friedrich, was war das?« fragte der zuerst Erschienene. – »Ich wollte, daß der Racker auf der Stelle krepierte. Seinetwegen können die Kühe mir die Ohren vom Kopf fressen.« – »Die Canaille hat uns gesehen«, sagte ein anderer. »Morgen sollst du auf die Reise mit einem Stein am Halse«, fuhr Friedrich fort und stieß nach dem Hunde. – »Friedrich, stell dich nicht an wie ein Narr! Du kennst mich, und du verstehst mich auch!« – Ein Blick begleitete diese Worte, der schnell wirkte. – »Herr Brandis, denkt an meine Mutter!« – »Das tu ich. Hast du nichts im Walde gehört?« – »Im Walde?« – Der Knabe warf einen raschen Blick auf des Försters Gesicht. – »Eure Holzfäller, sonst nichts.« – »Meine Holzfäller!«
Die ohnehin dunkle Gesichtsfarbe des Försters ging in tiefes Braunrot über. »Wie viele sind ihrer, und wo treiben sie ihr Wesen?« – »Wohin Ihr sie geschickt habt; ich weiß es nicht.",41114,41998,1.736842105263158,cited
"« – Brandis wandte sich zu seinen Gefährten: »Geht voran; ich komme gleich nach.«
Als einer nach dem andern im Dickicht verschwunden war, trat Brandis dicht vor den Knaben: »",41998,42172,0.0,not_cited
"Friedrich«, sagte er mit dem Ton unterdrückter Wut, »meine Geduld ist zu Ende; ich möchte dich prügeln wie einen Hund, und mehr seid ihr auch nicht wert. Ihr Lumpenpack, dem kein Ziegel auf dem Dach gehört! Bis zum Betteln habt ihr es, gottlob, bald gebracht, und an meiner Tür soll deine Mutter, die alte Hexe, keine verschimmelte Brotrinde bekommen. Aber vorher sollt ihr mir noch beide ins Hundeloch.",42172,42575,5.285714285714286,cited
"«
",42575,42577,0.0,not_cited
"Friedrich griff krampfhaft nach einem Aste. Er war totenbleich, und seine Augen schienen wie Kristallkugeln aus dem Kopfe schießen zu wollen. Doch nur einen Augenblick. Dann kehrte die größte, an Erschlaffung grenzende Ruhe zurück. »Herr«, sagte er fest, mit fast sanfter Stimme, »Ihr habt gesagt, was Ihr nicht verantworten könnt, und ich vielleicht auch. Wir wollen es gegeneinander aufgehen lassen, und nun will ich Euch sagen, was Ihr verlangt. Wenn ihr die Holzfäller nicht selbst bestellt habt, so müssen es die Blaukittel sein; denn aus dem Dorfe ist kein Wagen gekommen; ich habe den Weg ja vor mir, und vier Wagen sind es. Ich habe sie nicht gesehen, aber den Hohlweg hinauffahren hören.« Er stockte einen Augenblick. – »Könnt ihr sagen, daß ich je einen Baum in Eurem Revier gefällt habe? Überhaupt, daß ich je anderwärts gehauen habe als auf Bestellung? Denkt nach, ob Ihr das sagen könnt.«
Ein verlegenes Murmeln war die ganze Antwort des Försters, der nach Art der meisten rauhen Menschen leicht bereute.",42577,43594,3.5454545454545454,cited
 Er wandte sich unwirsch und schritt dem Gebüsche zu. – »,43594,43651,0.0,not_cited
"Nein, Herr«, rief Friedrich, »wenn Ihr zu den anderen Förstern wollt, die sind dort an der Buche hinaufgegangen.« – »An der Buche?« sagte Brandis zweifelhaft, »nein, dort hinüber, nach dem Mastergrunde.« – »Ich sage Euch, an der Buche; des langen Heinrich Flintenriemen blieb noch am krummen Ast dort hängen; ich habs ja gesehen!«
Der Förster schlug den bezeichneten Weg ein. Friedrich hatte die ganze Zeit hindurch seine Stellung nicht verlassen; halb liegend, den Arm um einen dürren Ast geschlungen, sah er dem Fortgehenden unverrückt nach, wie er durch den halbverwachsenen Steig glitt, mit den vorsichtigen, weiten Schritten seines Metiers, so geräuschlos, wie ein Fuchs die Hühnersteige erklimmt. Hier sank ein Zweig hinter ihm, dort einer; die Umrisse seiner Gestalt schwanden immer mehr. Da blitzte es noch einmal durchs Laub. Es war ein Stahlknopf seines Jagdrocks; nun war er fort. Friedrichs Gesicht hatte während dieses allmählichen Verschwindens den Ausdruck seiner Kälte verloren, und seine Züge schienen zuletzt unruhig bewegt. Gereute es ihn vielleicht, den Förster nicht um Verschweigung seiner Angaben gebeten zu haben? Er ging einige Schritte voran, blieb dann stehen. »Es ist zu spät«, sagte er vor sich hin und griff nach seinem Hute. Ein leises Picken im Gebüsche, nicht zwanzig Schritte von ihm. Es war der Förster, der den Flintenstein schärfte. Friedrich horchte. – »Nein!« sagte er dann mit entschlossenem Tone, raffte seine Siebensachen zusammen und trieb das Vieh eilfertig die Schlucht entlang.",43651,45174,3.625,cited
"
Um Mittag saß Frau Margreth am Herd und kochte Tee. ",45174,45227,0.0,not_cited
"Friedrich war krank heimgekommen, er klagte über heftige Kopfschmerzen und hatte auf ihre besorgte Nachfrage erzählt, wie er sich schwer geärgert über den Förster, kurz den ganzen eben beschriebenen Vorgang mit Ausnahme einiger Kleinigkeiten, die er besser fand für sich zu behalten.",45227,45510,1.0,cited
" Margreth sah schweigend und trübe in das siedende Wasser. Sie war es wohl gewohnt, ihren Sohn mitunter klagen zu hören, aber heute kam er ihr ",45510,45653,0.0,not_cited
so angegriffen vor wie sonst nie.,45653,45686,1.0,cited
" Sollte wohl eine Krankheit im Anzuge sein? Sie seufzte tief und ließ einen eben ergriffenen Holzblock fallen.
»",45686,45798,0.0,not_cited
"Mutter!« rief Friedrich aus der Kammer. – »Was willst du?« – »War das ein Schuß?« – »Aber nein, ich weiß nicht, was du meinst.« – »Es pocht mir wohl nur so im Kopfe«, versetzte er.",45798,45978,1.0,cited
"
Die Nachbarin trat herein und erzählte mit leisem Flüstern irgendeine unbedeutende Klatscherei, die Margreth ohne Teilnahme anhörte. Dann ging sie. – »Mutter!« rief Friedrich. Margreth ging zu ihm hinein. »Was erzählte die Hülsmeyer?« – »",45978,46217,0.0,not_cited
"Ach gar nichts, Lügen, Wind!",46217,46245,1.0,cited
"« – Friedrich richtete sich auf. – »Von der Gretchen Siemers; du weißt ja wohl, ",46245,46325,0.0,not_cited
die alte Geschichte; und ist doch nichts Wahres dran.,46325,46378,1.5,cited
"« – Friedrich legte sich wieder hin. »ich will sehen, ob ich schlafen kann«, sagte er.
Margreth saß am Herde; sie spann und dachte wenig Erfreuliches. Im Dorfe schlug es halb zwölf; die Tür klinkte, und der Gerichtsschreiber Kapp trat herein. – »Guten Tag, Frau Mergel,« sagte er, »könnt Ihr mir einen Trunk Milch geben? Ich komme von M.« – Als Frau Mergel das Verlangte brachte, fragte er: »Wo ist Friedrich?« Sie war gerade beschäftigt, einen Teller hervorzulangen, und überhörte die Frage. Er trank zögernd und in kurzen Absätzen. »Wißt Ihr wohl«, sagte er dann, »daß die Blaukittel in dieser Nacht wieder im Masterholze eine ganze Strecke so ",46378,47024,0.0,not_cited
"kahl gefegt haben, wie meine Hand?",47024,47058,1.0,cited
"« – »Ei, du frommer Gott!« versetzte sie gleichgültig. »",47058,47114,0.0,not_cited
"Die Schandbuben«, fuhr der Schreiber fort, »ruinieren alles; wenn sie noch Rücksicht nähmen auf das junge Holz, aber Eichenstämmchen wie mein Arm dick, wo nicht einmal eine Ruderstange drin steckt! Es ist, als ob ihnen anderer Leute Schaden ebenso lieb wäre wie ihr Profit!",47114,47387,3.3333333333333335,cited
"« – »Es ist schade!« sagte Margreth.
Der Amtsschreiber hatte getrunken und ging noch immer nicht. ",47387,47485,0.0,not_cited
Er schien etwas auf dem Herzen zu haben.,47485,47525,1.0,cited
" »Habt Ihr nichts von Brandis gehört?« fragte er plötzlich. – »Nichts; er kommt niemals hier ins Haus.« – »So wißt ihr nicht, was ihm begegnet ist?« – »Was denn?« fragte Margreth gespannt. – »Er ist tot!« – »Tot!« rief sie, »was tot? Um Gottes willen! Er ging ja noch heute morgen ganz gesund hier vorüber mit der Flinte auf dem Rücken!« – »Er ist tot«, wiederholte der Schreiber, sie scharf fixierend, »von den Blaukitteln erschlagen. Vor einer Viertelstunde wurde die Leiche ins Dorf gebracht.«
Margreth schlug die Hände zusammen. – »",47525,48061,0.0,not_cited
