text,startpos,endpos,frequency,passage_type
" rief, bei Anbruch der Nacht, auch ",53365,53400,0.0,not_cited
"die übrigen Knechte zusammen, sieben an der Zahl",53400,53448,1.0,cited
", treu ihm jedweder, wie Gold; bewaffnete und beritt sie, und brach nach der Tronkenburg auf.
",53448,53542,0.0,not_cited
"Er fiel auch, mit diesem kleinen Haufen, schon, beim Einbruch der dritten Nacht, den Zollwärter und Torwächter, die im Gespräch unter dem Tor standen, niederreitend, in die Burg, und während, unter plötzlicher Aufprasselung aller Baracken im Schloßraum, die sie mit Feuer bewarfen, Herse, über die Windeltreppe, in den Turm der Vogtei eilte, und den Schloßvogt und Verwalter, die, halb entkleidet, beim Spiel saßen, mit Hieben und Stichen überfiel, stürzte Kohlhaas zum Junker Wenzel ins Schloß. Der Engel des Gerichts fährt also vom Himmel herab;",53542,54089,3.7333333333333334,cited
" und der Junker, der eben, ",54089,54116,0.0,not_cited
"unter vielem Gelächter, dem Troß junger Freunde, der bei ihm war",54116,54180,1.3333333333333333,cited
", ",54180,54182,0.0,not_cited
"den Rechtsschluß, den ihm der Roßkamm übermacht hatte, vorlas",54182,54243,1.0,cited
", hatte nicht sobald dessen Stimme im Schloßhof vernommen: als er den Herren schon, plötzlich leichenbleich: Brüder, rettet euch! zurief, und verschwand. ",54243,54397,0.0,not_cited
"Kohlhaas, der, beim Eintritt in den Saal, einen Junker Hans von Tronka, der ihm entgegen kam, bei der Brust faßte, und in den Winkel des Saals schleuderte, daß er sein Hirn an den Steinen versprützte, fragte, während die Knechte die anderen Ritter, die zu den Waffen gegriffen hatten, überwältigten, und zerstreuten: wo der Junker Wenzel von Tronka sei?",54397,54750,3.8181818181818183,cited
" Und da er, bei der Unwissenheit der betäubten Männer, die Türen zweier Gemächer, die in die Seitenflügel des Schlosses führten, mit einem Fußtritt sprengte, und in allen Richtungen, ",54750,54933,0.0,not_cited
in denen er das,54933,54948,1.0,cited
" weitläufige Gebäude durchkreuzte, niemanden fand, so stieg er fluchend ",54948,55020,0.0,not_cited
in den Schloßhof hinab,55020,55042,1.0,cited
", um die Ausgänge besetzen zu lassen. ",55042,55080,0.0,not_cited
"Inzwischen war, vom Feuer der Baracken ergriffen, nun schon das Schloß, mit allen Seitengebäuden, starken Rauch gen Himmel qualmend, angegangen, und während Sternbald, mit drei geschäftigen Knechten, alles, was nicht niet- und nagelfest war, zusammenschleppten, und zwischen den Pferden, als gute Beute, umstürzten, flogen, unter dem Jubel Hersens, aus den offenen Fenstern der Vogtei, die Leichen des Schloßvogts und Verwalters, mit Weib und Kindern, herab.",55080,55538,3.0,cited
" Kohlhaas, dem sich, als er die Treppe vom Schloß niederstieg, ",55538,55601,0.0,not_cited
"die alte, von der Gicht geplagte Haushälterin, die dem Junker die Wirtschaft führte",55601,55684,1.0,cited
", zu Füßen warf, fragte sie, indem er auf der Stufe stehenblieb: wo der Junker Wenzel von Tronka sei? und da sie ihm, mit schwacher, zitternder Stimme, zur Antwort gab: sie glaube, er habe sich in die Kapelle geflüchtet; so rief er zwei Knechte mit Fackeln, ließ, in Ermangelung der Schlüssel, den Eingang ",55684,55990,0.0,not_cited
"mit Brechstangen und Beilen eröffnen, kehrte Altäre und Bänke",55990,56051,1.0,cited
" um, und fand gleichwohl, zu seinem grimmigen Schmerz, den Junker nicht. Es traf sich, daß ein junger, zum Gesinde der Tronkenburg gehöriger Knecht, in dem Augenblick, da Kohlhaas aus der Kapelle zurückkam, herbeieilte, um aus einem weitläufigen, steinernen Stall, den die Flamme bedrohte, die Streithengste des Junkers herauszuziehen. Kohlhaas, der, in ebendiesem Augenblick, in einem kleinen, mit Stroh bedeckten Schuppen, seine beiden Rappen erblickte, fragte den Knecht: warum er die Rappen nicht rette? und da dieser, indem er den Schlüssel in die Stalltür steckte, antwortete: der Schuppen stehe ja schon in Flammen, so warf Kohlhaas den Schlüssel, nachdem er ihn mit Heftigkeit aus der Stalltüre gerissen, über die Mauer, trieb den Knecht, ",56051,56798,0.0,not_cited
"mit hageldichten, flachen Hieben der Klinge, in den brennenden Schuppen hinein",56798,56876,1.3333333333333333,cited
", und zwang ihn, ",56876,56893,0.0,not_cited
"unter entsetzlichem Gelächter der Umstehenden, die Rappen zu retten.",56893,56961,2.0,cited
" Gleichwohl, als der Knecht schreckenblaß, wenige Momente nachdem der Schuppen hinter ihm zusammenstürzte, ",56961,57068,0.0,not_cited
"mit den Pferden, die",57068,57088,1.0,cited
" er an der Hand hielt, daraus hervortrat, fand er den Kohlhaas nicht mehr; und da er sich zu den Knechten auf den Schloßplatz begab, und den Roßhändler, der ihm mehreremal den Rücken zukehrte, fragte: was er mit den Tieren nun anfangen solle? – ",57088,57333,0.0,not_cited
"hob dieser plötzlich, mit einer fürchterlichen Gebärde, den Fuß, daß der Tritt, wenn er ihn getan hätte, sein Tod gewesen wäre: bestieg, ohne ihm zu antworten, seinen Braunen",57333,57507,1.0,cited
", setzte ",57507,57516,0.0,not_cited
"sich unter das Tor der Burg, und erharrte, inzwischen die Knechte ihr Wesen forttrieben, schweigend den Tag.",57516,57624,2.2,cited
"
Als der Morgen anbrach, war das ganze Schloß, bis auf die Mauern, niedergebrannt, und niemand befand sich mehr darin, als Kohlhaas und seine sieben Knechte. Er stieg vom Pferde, und untersuchte noch einmal, beim hellen Schein der Sonne, den ganzen, in allen seinen Winkeln jetzt von ihr erleuchteten Platz, und da er sich, so schwer es ihm auch ward, überzeugen mußte, ",57624,57994,0.0,not_cited
daß die Unternehmung auf die Burg fehlgeschlagen war,57994,58046,1.0,cited
", so schickte er, ",58046,58064,0.0,not_cited
die Brust voll Schmerz und Jammer,58064,58097,2.5,cited
", Hersen mit einigen Knechten aus, um über die Richtung, die der Junker auf seiner Flucht genommen, Nachricht einzuziehen. Besonders beunruhigte ihn ein reiches Fräuleinstift, namens Erlabrunn, das an den Ufern der Mulde lag, und dessen Äbtissin, Antonia von Tronka, als eine fromme, wohltätige und heilige Frau, in der Gegend bekannt war; denn es schien dem unglücklichen Kohlhaas nur zu wahrscheinlich, daß der Junker sich entblößt von aller Notdurft, wie er war, in dieses Stift geflüchtet hatte, indem die Äbtissin seine leibliche Tante und die Erzieherin seiner ersten Kindheit war. Kohlhaas, nachdem er sich von diesem Umstand unterrichtet hatte, bestieg den Turm der Vogtei, in dessen Innerem sich noch ein Zimmer, zur Bewohnung brauchbar, darbot, und verfaßte ein sogenanntes »Kohlhaasisches Man dat«, worin er das Land aufforderte, dem Junker ",58097,58949,0.0,not_cited
"Wenzel von Tronka, mit dem er in einem gerechten Krieg liege",58949,59009,1.5,cited
", keinen Vorschub zu tun, vielmehr ",59009,59044,0.0,not_cited
"jeden Bewohner, seine Verwandten und Freunde nicht ausgenommen, verpflichtete, denselben bei Strafe Leibes und des Lebens, und unvermeidlicher Einäscherung alles dessen, was ein Besitztum heißen mag, an ihn",59044,59250,2.375,cited
" auszuliefern. Diese Erklärung streute er, ",59250,59293,0.0,not_cited
"durch Reisende und Fremde, in der Gegend aus;",59293,59338,1.5,cited
" ja, er gab Waldmann, dem Knecht, eine Abschrift davon, mit dem bestimmten Auftrage, sie in die Hände der Dame Antonia nach Erlabrunn zu bringen. Hierauf besprach er einige Tronkenburgische Knechte, die mit dem Junker unzufrieden waren, und ",59338,59579,0.0,not_cited
von der Aussicht auf Beute gereizt,59579,59613,1.0,cited
", in seine Dienste zu treten wünschten; bewaffnete sie, nach Art des Fußvolks, mit Armbrüsten und Dolchen, und lehrte sie, hinter den berittenen Knechten aufsitzen; und nachdem er alles, was der Troß zusammengeschleppt hatte, zu Geld gemacht und das Geld unter denselben verteilt hatte, ruhete er einige Stunden, unter dem Burgtor, von seinen jämmerlichen Geschäften aus.
Gegen Mittag kam Herse und bestätigte ihm, was ihm ",59613,60036,0.0,not_cited
"sein Herz, immer auf die trübsten Ahnungen gestellt",60036,60087,1.0,cited
", schon gesagt hatte: nämlich, daß der Junker in dem Stift zu Erlabrunn, bei der alten Dame Antonia von Tronka, seiner Tante, befindlich sei. Es schien, er hatte sich, durch eine Tür, die, an der hinteren Wand des Schlosses, in die Luft hinausging, über eine schmale, steinerne Treppe gerettet, die, unter einem kleinen Dach, zu einigen Kähnen in die Elbe hinablief. Wenigstens berichtete Herse, daß er, in einem Elbdorf, zum Befremden der Leute, die wegen des Brandes in der Tronkenburg versammelt gewesen, um Mitternacht, in einem Nachen, ohne Steuer und Ruder, angekommen, und mit einem Dorffuhrwerk nach Erlabrunn weitergereiset sei. – – – Kohlhaas seufzte bei dieser Nachricht tief auf; er fragte, ob die Pferde gefressen hätten? und da man ihm antwortete: ja, so ließ er den Haufen aufsitzen, und stand schon in drei Stunden vor Erlabrunn. Eben, unter dem Gemurmel eines entfernten Gewitters am Horizont, mit Fackeln, die er sich vor dem Ort angesteckt, zog ",60087,61051,0.0,not_cited
er mit seiner Schar in den Klosterhof ein,61051,61092,1.0,cited
", und Waldmann, der Knecht, der ihm entgegentrat, meldete ihm, daß das Mandat richtig abgegeben sei, als er die Äbtissin und den Stiftsvogt, in einem verstörten Wortwechsel, ",61092,61266,0.0,not_cited
unter das Portal des Klosters,61266,61295,1.0,cited
" treten sah; und während jener, der Stiftsvogt, ein kleiner, alter, schneeweißer Mann, grimmige Blicke auf Kohlhaas schießend, sich den Harnisch anlegen ließ, und den Knechten, die ihn umringten, mit dreister Stimme zurief, die Sturmglocke zu ziehn: trat jene, die Stiftsfrau, ",61295,61572,0.0,not_cited
das silberne Bildnis des Gekreuzigten in der Hand,61572,61621,1.0,cited
", bleich, wie Linnenzeug, von der Rampe herab, und warf sich mit allen ihren Jungfrauen, vor Kohlhaasens Pferd nieder. Kohlhaas, während Herse und Sternbald den Stiftsvogt, der kein Schwert in der Hand hatte, überwältigten, und als Gefangenen zwischen die Pferde führten, fragte sie: wo der Junker Wenzel von Tronka sei? und da sie, einen großen Ring mit Schlüsseln von ihrem Gurt loslösend: in Wittenberg, Kohlhaas, würdiger Mann! antwortete, und, mit bebender Stimme, hinzusetzte: ",61621,62104,0.0,not_cited
fürchte Gott und tue kein Unrecht!,62104,62138,1.0,cited
" – so wandte Kohlhaas, ",62138,62161,0.0,not_cited
in die Hölle unbefriedigter Rache zurückgeschleudert,62161,62213,3.5,cited
", das Pferd, und war im Begriff: steckt an! zu rufen, als ",62213,62271,0.0,not_cited
"ein ungeheurer Wetterschlag, dicht neben ihm, zur Erde niederfiel.",62271,62337,2.0,cited
" Kohlhaas, indem er sein Pferd zu ihr zurückwandte, fragte sie: ob sie sein Mandat erhalten? und da die Dame mit schwacher, kaum hörbarer Stimme, antwortete: eben jetzt! – »Wann?« – Zwei Stunden, so wahr mir Gott helfe, nach des Junkers, meines Vetters, bereits vollzogener Abreise! – – – und Waldmann, der Knecht, zu dem Kohlhaas sich, unter finsteren Blicken, umkehrte, stotternd diesen Umstand bestätigte, indem er sagte, daß die Gewässer der Mulde, vom Regen geschwellt, ihn verhindert hätten, früher, als eben jetzt, einzutreffen: so sammelte sich Kohlhaas; ",62337,62900,0.0,not_cited
"ein plötzlich furchtbarer Regenguß, der die Fackeln verlöschend, auf das Pflaster des Platzes niederrauschte, löste den Schmerz in seiner unglücklichen Brust; er wandte, indem er kurz den Hut vor der Dame rückte, sein Pferd, drückte ihm, mit den Worten: folgt mir meine Brüder; der Junker ist in Wittenberg! die Sporen ein, und verließ das Stift.",62900,63246,1.6363636363636365,cited
"
Er kehrte, da die Nacht einbrach, in einem Wirtshause auf der Landstraße ein, wo er, wegen großer Ermüdung der Pferde, einen Tag ausruhen mußte, und da er wohl einsah, ",63246,63415,0.0,not_cited
"daß er mit einem Haufen von zehn Mann (denn so stark war er jetzt), einem Platz wie Wittenberg war, nicht trotzen konnte, so verfaßte er ein zweites Mandat, worin er, nach einer kurzen Erzählung dessen, was ihm im Lande begegnet, »jeden guten Christen«, wie er sich ausdrückte, »unter Angelobung eines Handgelds und anderer kriegerischen Vorteile«, aufforderte »seine Sache gegen den Junker von Tronka, als dem allgemeinen Feind aller Christen, zu ergreifen",63415,63872,2.25,cited
«. ,63872,63875,0.0,not_cited
"In einem anderen Mandat, das bald darauf erschien, nannte er sich: »einen Reichs-und Weltfreien, Gott allein unterworfenen Herrn«; eine Schwärmerei krankhafter und mißgeschaffener Art",63875,64058,6.454545454545454,cited
", die ihm gleichwohl, bei dem Klang seines Geldes und der Aussicht auf Beute, unter dem ",64058,64146,0.0,not_cited
"Gesindel, das der Friede mit Polen außer Brot gesetzt hatte",64146,64205,1.3333333333333333,cited
", Zulauf in Menge verschaffte: dergestalt, ",64205,64248,0.0,not_cited
daß er in der Tat,64248,64265,1.0,cited
" dreißig und etliche Köpfe zählte, ",64265,64300,0.0,not_cited
"als er sich, zur Einäscherung von Wittenberg, auf die rechte Seite der Elbe zurückbegab.",64300,64388,1.3333333333333333,cited
" Er lagerte sich, mit Pferden und Knechten, unter dem Dache einer alten verfallenen Ziegelscheune, in der Einsamkeit eines finsteren Waldes, der damals diesen Platz umschloß, und hatte nicht sobald durch Sternbald, den er, mit dem Mandat, verkleidet in die Stadt schickte, erfahren, ",64388,64671,0.0,not_cited
daß das Mandat daselbst schon bekannt sei,64671,64712,1.0,cited
", als er auch mit seinen Haufen schon, ",64712,64751,0.0,not_cited
am heiligen Abend vor Pfingsten,64751,64782,1.0,cited
", aufbrach, und den Platz, ",64782,64809,0.0,not_cited
"während die Bewohner im tiefsten Schlaf lagen, an mehreren Ecken zugleich, in Brand steckte.",64809,64901,1.5,cited
" Dabei klebte er, während die Knechte in der Vorstadt plünderten, ein Blatt ",64901,64977,0.0,not_cited
an den Türpfeiler einer Kirche an,64977,65010,2.0,cited
", des Inhalts: »",65010,65026,0.0,not_cited
"er, Kohlhaas, habe die Stadt in Brand gesteckt, und werde sie, wenn man ihm den Junker nicht ausliefere, dergestalt einäschern, daß er«, wie er sich ausdrückte, »hinter keiner Wand werde zu sehen brauchen, um ihn zu finden«.",65026,65250,1.6666666666666667,cited
" – Das Entsetzen der Einwohner, über diesen unerhörten Frevel, war unbeschreiblich; und die Flamme, die bei einer zum Glück ziemlich ruhigen Sommernacht, zwar nicht mehr als neunzehn Häuser, worunter gleichwohl eine Kirche war, in den Grund gelegt hatte, war nicht sobald, gegen Anbruch des Tages, einigermaßen gedämpft worden, als der alte Landvogt, Otto von Gorgas, bereits ",65250,65626,0.0,not_cited
ein Fähnlein von funfzig Mann,65626,65655,1.0,cited
" aussandte, um den entsetzlichen Wüterich aufzuheben. Der Hauptmann aber, der es führte, namens Gerstenberg, benahm sich so schlecht dabei, daß die ganze Expedition Kohlhaasen, statt ihn zu stürzen, vielmehr ",65655,65863,0.0,not_cited
zu einem höchst gefährlichen kriegerischen Ruhm,65863,65910,1.0,cited
" verhalf; denn da dieser Kriegsmann sich in mehrere Abteilungen auflösete, um ihn, wie er meinte, zu umzingeln und zu erdrücken, ward er von Kohlhaas, der seinen Haufen zusammenhielt, auf vereinzelten Punkten, angegriffen und geschlagen, dergestalt, daß schon, ",65910,66171,0.0,not_cited
am Abend des nächstfolgenden Tages,66171,66205,1.0,cited
", kein Mann mehr von dem ganzen Haufen, auf den die Hoffnung des Landes gerichtet war, gegen ihm im Felde stand. Kohlhaas, der durch diese Gefechte einige Leute eingebüßt hatte, steckte die Stadt, am Morgen des nächsten Tages, von neuem in Brand, und seine mörderischen Anstalten waren so gut, daß wiederum eine Menge ",66205,66523,0.0,not_cited
"Häuser, und fast alle Scheunen der",66523,66557,1.0,cited
" Vorstadt, in die Asche gelegt wurden. Dabei plackte er das bewußte Mandat wieder, und zwar ",66557,66649,0.0,not_cited
an die Ecken des Rathauses selbst,66649,66682,1.0,cited
", an, und fügte eine ",66682,66703,0.0,not_cited
"Nachricht über das Schicksal des, von dem Landvogt abgeschickten und von ihm zugrunde gerichteten, Hauptmanns von Gerstenberg",66703,66828,1.0,cited
" bei. Der Landvogt, von diesem Trotz aufs äußerste entrüstet, setzte sich selbst, mit mehreren Rittern, an die Spitze eines Haufens von hundertundfunfzig Mann. Er gab ",66828,66995,0.0,not_cited
"dem Junker Wenzel von Tronka, auf seine",66995,67034,1.0,cited
" schriftliche Bitte, eine Wache, die ihn vor der Gewalttätigkeit des Volks, das ihn platterdings ",67034,67131,0.0,not_cited
aus der Stadt entfernt wissen,67131,67160,1.0,cited
" wollte, schützte; und nachdem er, auf allen Dörfern in der Gegend, Wachen ausgestellt, auch die Ringmauer der Stadt, um sie vor einem Überfall zu decken, mit Posten besetzt hatte, zog er, ",67160,67349,0.0,not_cited
am Tage des heiligen Gervasius,67349,67379,3.0,cited
", selbst ",67379,67388,0.0,not_cited
"aus, um den Drachen, der das Land verwüstete, zu fangen.",67388,67444,3.25,cited
" Diesen Haufen war der Roßkamm klug genug, zu vermeiden; und nachdem er den Landvogt, durch geschickte Märsche, fünf Meilen von der Stadt hinweggelockt, und vermittelst mehrerer Anstalten, die er traf, zu dem Wahn verleitet hatte, ",67444,67675,0.0,not_cited
"daß er sich, von",67675,67691,1.0,cited
" der Übermacht gedrängt, ins Brandenburgische werfen würde: wandte er sich plötzlich, beim Einbruch der dritten Nacht, kehrte, in einem Gewaltritt, nach Wittenberg zurück, und steckte die Stadt zum drittenmal in Brand. Herse, der sich verkleidet in die Stadt schlich, führte dieses entsetzliche Kunststück aus; und die Feuersbrunst war, ",67691,68028,0.0,not_cited
"wegen eines scharf wehenden Nordwindes, so verderblich und um sich fressend, daß, in weniger als drei Stunden",68028,68137,1.0,cited
", zweiundvierzig ",68137,68154,0.0,not_cited
"Häuser, zwei Kirchen, mehrere Klöster und Schulen, und das Gebäude der kurfürstlichen Landvogtei selbst, in Schutt und Asche lagen.",68154,68285,1.3333333333333333,cited
" Der Landvogt, der seinen Gegner, beim Anbruch des Tages, im Brandenburgischen glaubte, fand, als er von dem, was vorgefallen, benachrichtigt, in bestürzten Märschen zurückkehrte, die Stadt in allgemeinem Aufruhr; ",68285,68499,0.0,not_cited
"das Volk hatte sich zu Tausenden vor dem, mit Balken und Pfählen verrammelten, Hause des Junkers gelagert, und forderte, mit rasendem Geschrei, seine Abführung aus der Stadt.",68499,68673,1.5,cited
" Zwei Bürgermeister, namens Jenkens und Otto, die in Amtskleidern an der Spitze des ganzen Magistrats gegenwärtig waren, bewiesen vergebens, daß man platterdings die Rückkehr eines Eilboten abwarten müsse, den man wegen Erlaubnis den Junker nach Dresden bringen zu dürfen, wohin er selbst aus mancherlei Gründen abzugehen wünsche, an den Präsidenten der Staatskanzlei geschickt habe; der ",68673,69061,0.0,not_cited
"unvernünftige, mit Spießen und Stangen bewaffnete Haufen",69061,69117,1.0,cited
" gab auf diese Worte nichts, und eben war man, unter Mißhandlung einiger zu kräftigen Maßregeln auffordernden Räte, im Begriff ",69117,69244,0.0,not_cited
"das Haus worin der Junker war zu stürmen, und der Erde gleich zu machen",69244,69315,1.0,cited
", als ",69315,69321,0.0,not_cited
"der Landvogt, Otto von Gorgas",69321,69350,1.0,cited
", an der Spitze seines Reuterhaufens, in der Stadt erschien. Diesem würdigen Herrn, der schon durch seine bloße Gegenwart dem Volk Ehrfurcht und Gehorsam einzuflößen gewohnt war, war es, gleichsam zum Ersatz für die fehlgeschlagene Unternehmung, von welcher er zurückkam, gelungen, dicht vor den Toren der Stadt drei zersprengte Knechte von der Bande des Mordbrenners aufzufangen; und da er, inzwischen die Kerle vor dem Angesicht des Volks mit Ketten belastet wurden, den Magistrat in einer klugen Anrede versicherte, den Kohlhaas selbst denke er in kurzem, indem er ihm auf die Spur sei, gefesselt einzubringen: so glückte es ihm, durch die Kraft aller dieser beschwichtigenden Umstände, die Angst des versammelten Volks zu entwaffnen, und über die Anwesenheit des Junkers, bis zur Zurückkunft des Eilboten aus Dresden, einigermaßen zu beruhigen. Er stieg, in Begleitung einiger Ritter, vom Pferde, und verfügte sich, nach Wegräumung der Palisaden und Pfähle, in das Haus, wo er den Junker, der ",69350,70347,0.0,not_cited
aus einer Ohnmacht in die andere,70347,70379,2.5,cited
" fiel, unter den Händen zweier Ärzte fand, die ihn mit Essenzen und Irritanzen wieder ins Leben zurückzubringen suchten; und da Herr Otto von Gorgas wohl fühlte, daß dies der Augenblick nicht war, wegen der Aufführung, die er sich zuschulden kommen lasse, Worte mit ihm zu wechseln: so sagte er ihm bloß, ",70379,70684,0.0,not_cited
"mit einem Blick stiller Verachtung, daß er sich ankleiden, und ihm, zu seiner eigenen Sicherheit, in die Gemächer der Ritterhaft folgen möchte. Als man dem Junker ein Wams angelegt, und einen Helm aufgesetzt hatte, und er, die Brust, wegen Mangels an Luft, noch halb offen, am Arm des Landvogts und seines Schwagers, des Grafen von Gerschau, auf der Straße erschien, stiegen gotteslästerliche und entsetzliche Verwünschungen gegen ihn zum Himmel auf. Das Volk, von den Landsknechten nur mühsam zurückgehalten, nannte ihn einen Blutigel, einen elenden Landplager und Menschenquäler, den Fluch der Stadt Wittenberg, und das Verderben von Sachsen; und nach einem jämmerlichen Zuge durch die in Trümmern liegende Stadt, während welchem er mehreremal, ohne ihn zu vermissen, den Helm verlor, den ihm ein Ritter von hinten wieder aufsetzte, erreichte man endlich das Gefängnis, wo er in einem Turm, unter dem Schutz einer starken Wache, verschwand.",70684,71626,2.9285714285714284,cited
" Mittlerweile setzte die Rückkehr des Eilboten, mit der kurfürstlichen Resolution, die Stadt in neue Besorgnis. Denn die Landesregierung, bei welcher die Bürgerschaft von Dresden, in einer dringenden Supplik, unmittelbar eingekommen war, wollte, vor Überwältigung des Mordbrenners, von dem Aufenthalt des Junkers in der Residenz nichts wissen; vielmehr verpflichtete sie den Landvogt, denselben da, wo er sei, weil er irgendwo sein müsse, ",71626,72065,0.0,not_cited
"mit der Macht, die ihm zu Gebote stehe, zu beschirmen",72065,72118,1.0,cited
": wogegen sie der guten Stadt Wittenberg, zu ihrer Beruhigung, meldete, ",72118,72190,0.0,not_cited
"daß bereits ein Heerhaufen von fünfhundert Mann, unter Anführung des Prinzen Friedrich von Meißen im Anzuge sei",72190,72301,1.0,cited
", um sie vor den ferneren Belästigungen desselben zu beschützen. Der Landvogt, der wohl einsah, daß eine Resolution dieser Art, das Volk keinesweges beruhigen konnte: denn nicht nur, daß mehrere kleinen Vorteile, die der Roßhändler, an verschiedenen Punkten, vor der Stadt erfochten, über die Stärke, zu der er herangewachsen, äußerst unangenehme Gerüchte verbreiteten; der Krieg, den er, ",72301,72690,0.0,not_cited
"in der Finsternis der Nacht, durch verkleidetes Gesindel, mit Pech, Stroh und Schwefel",72690,72776,1.6666666666666667,cited
" führte, hätte, unerhört und beispiellos, wie er war, ",72776,72830,0.0,not_cited
"selbst einen größeren Schutz, als mit welchem der Prinz von Meißen heranrückte, unwirksam machen können",72830,72933,1.0,cited
": der Landvogt, nach einer kurzen Überlegung, entschloß sich, die Resolution, die er empfangen, ",72933,73029,0.0,not_cited
"ganz und gar zu unterdrücken. Er plackte bloß einen Brief, in welchem ihm der Prinz von Meißen seine Ankunft meldete, an die Ecken der Stadt an;",73029,73173,1.3333333333333333,cited
" ein verdeckter Wagen, der, beim Anbruch des Tages, aus dem Hofe des Herrenzwingers kam, fuhr, von vier schwer bewaffneten Reutern begleitet, ",73173,73315,0.0,not_cited
"auf die Straße nach Leipzig hinaus, wobei die Reuter, auf eine unbestimmte Art verlauten ließen, daß es nach der Pleißenburg gehe;",73315,73445,1.0,cited
 und da das Volk über den ,73445,73471,0.0,not_cited
"heillosen Junker, an dessen Dasein Feuer und Schwert gebunden",73471,73532,1.0,cited
", dergestalt beschwichtigt war, brach er selbst, mit einem Haufen von dreihundert Mann, auf, um sich mit dem Prinzen Friedrich von Meißen zu vereinigen. Inzwischen war ",73532,73700,0.0,not_cited
"Kohlhaas in der Tat, durch die sonderbare Stellung, die er in der Welt einnahm",73700,73778,1.4,cited
", auf hundertundneun Köpfe herangewachsen; und da er auch in Jassen einen Vorrat an Waffen aufgetrieben, und seine Schar, auf das vollständigste, damit ausgerüstet hatte: so faßte er, von dem doppelten Ungewitter, das auf ihn heranzog, benachrichtigt, den Entschluß, demselben, ",73778,74056,0.0,not_cited
mit der Schnelligkeit des Sturmwinds,74056,74092,1.0,cited
", ehe es über ihn zusammenschlüge, zu begegnen. Demnach griff er schon, Tags darauf, den Prinzen von Meißen, in einem nächtlichen Überfall, bei Mühlberg an; bei welchem Gefechte er zwar, zu seinem großen Leidwesen, den Herse einbüßte, der gleich durch die ersten Schüsse an seiner Seite zusammenstürzte: durch diesen Verlast erbittert aber, in einem drei Stunden langen Kampfe, den Prinzen, unfähig sich in dem Flecken zu sammeln, so zurichtete, daß er beim Anbruch des Tages, mehrerer schweren Wunden, und einer gänzlichen Unordnung seines Haufens wegen, genötigt war, den Rückweg nach Dresden einzuschlagen. Durch diesen Vorteil tollkühn gemacht, wandte er sich, ehe derselbe noch davon unterrichtet sein konnte, zu dem Landvogt zurück, fiel ihn bei dem Dorfe Damerow, am hellen Mittag, auf freiem Felde an, und schlug sich, unter mörderischem Verlust zwar, aber mit gleichen Vorteilen, bis in die sinkende Nacht mit ihm herum. Ja, er würde den Landvogt, der sich in den Kirchhof zu Damerow geworfen hatte, am andern Morgen unfehlbar mit dem Rest seines Haufens wieder angegriffen haben, wenn derselbe nicht durch Kundschafter von der Niederlage, die der Prinz bei Mühlberg erlitten, benachrichtigt worden wäre, und somit für ratsamer gehalten hätte, gleichfalls, bis auf einen besseren Zeitpunkt, nach Wittenberg zurückzukehren. Fünf Tage, nach Zersprengung dieser beiden Haufen, stand er vor ",74092,75488,0.0,not_cited
"Leipzig, und steckte die Stadt an drei Seiten in Brand.",75488,75543,1.0,cited
 – ,75543,75546,0.0,not_cited
"Er nannte sich in dem Mandat, das er, bei dieser Gelegenheit, ausstreute, »einen Statthalter Michaels, des Erzengels, der gekommen sei, an allen, die in dieser Streitsache des Junkers Partei ergreifen würden, mit Feuer und Schwert, die Arglist, in welcher die ganze Welt versunken sei, zu bestrafen«.",75546,75846,9.055555555555555,cited
 ,75846,75847,0.0,not_cited
"Dabei rief er, von dem Lützner Schloß aus, das er überrumpelt, und worin er sich festgesetzt hatte, das Volk auf, sich, zur Errichtung einer besseren Ordnung der Dinge, an ihn anzuschließen; und das Mandat war, mit einer Art von Verrückung, unterzeichnet: »Gegeben auf dem Sitz unserer provisorischen Weltregierung, dem Erzschlosse zu Lützen.",75847,76189,5.833333333333333,cited
"« Das Glück der Einwohner von Leipzig wollte, daß das Feuer, wegen eines anhaltenden Regens der vom Himmel fiel, nicht um sich griff, dergestalt, daß bei der Schnelligkeit der bestehenden Löschanstalten, nur einige Kramläden, die um die Pleißenburg lagen, in Flammen aufloderten. Gleichwohl war ",76189,76484,0.0,not_cited
die Bestürzung in der Stadt,76484,76511,1.0,cited
", über das Dasein des rasenden Mordbrenners, und den Wahn, in welchem derselbe stand, daß der Junker in Leipzig sei, unaussprechlich; und da ein Haufen von hundertundachtzig Reisigen, den man gegen ihn ausschickte, zersprengt in die Stadt zurückkam: so blieb dem Magistrat, der den Reichtum der Stadt nicht aussetzen wollte, nichts anderes übrig, als die Tore gänzlich zu sperren, und die Bürgerschaft Tag und Nacht, außerhalb der Mauern, wachen zu lassen. Vergebens ließ der Magistrat, ",76511,76998,0.0,not_cited
"auf den Dörfern der umliegenden Gegend, Deklarationen anheften",76998,77060,1.0,cited
", mit der bestimmten Versicherung, daß der Junker nicht in der Pleißenburg sei; der Roßkamm, in ähnlichen Blättern, bestand darauf, daß er in der Pleißenburg sei, und erklärte, daß, wenn derselbe nicht darin befindlich wäre, er mindestens verfahren würde, als ob er darin wäre, bis man ihm den Ort, mit Namen genannt, werde angezeigt haben, worin er befindlich sei. Der Kurfürst, durch einen Eilboten, von der Not, in welcher sich die Stadt Leipzig befand, benachrichtigt, erklärte, daß er bereits ",77060,77558,0.0,not_cited
