,id,startpos,endpos,text
108,821,34293,34467,"stolz auf ihn zu werden und sogar eine Art Hochachtung vor ihm zu fühlen, da sie den jungen Menschen so ganz ohne ihr Zutun sich entwickeln sah, sogar ohne ihren Rat, den sie"
109,202,34642,34884,"In seinem achtzehnten Jahre hatte Friedrich sich bereits einen bedeutenden Ruf in der jungen Dorfwelt gesichert durch den Ausgang einer Wette, infolge deren er einen erlegten Eber über zwei Meilen weit auf seinem Rücken trug, ohne abzusetzen."
110,309,34885,35159,"Indessen war der Mitgenuß des Ruhms auch so ziemlich der einzige Vorteil, den Margreth aus diesen günstigen Umständen zog, da Friedrich immer mehr auf sein Äußeres verwandte und allmählich anfing, es schwer zu verdauen, wenn Geldmangel ihn zwang, irgend jemand im Dorf darin"
111,828,35186,35244,alle seine Kräfte auf den auswärtigen Erwerb gerichtet; zu
112,830,35363,35482,"sich lieber einer harten, aber kurzen Anstrengung, die ihm bald erlaubte, seinem früheren Hirtenamte wieder nachzugehen"
113,832,35542,35664,"ihm gelegentlichen Spott zuzog, vor dem er sich aber durch ein paar derbe Zurechtweisungen mit der Faust Ruhe verschaffte."
114,204,35665,35980,"So gewöhnte man sich daran, ihn bald geputzt und fröhlich als anerkannten Dorfelegant an der Spitze des jungen Volks zu sehen, bald wieder als zerlumpten Hirtenbuben einsam und träumerisch hinter den Kühen herschleichend oder in einer Waldlichtung liegend, scheinbar gedankenlos und das Moos von den Bäumen rupfend."
115,1584,36642,36845,"Sie verheerten alles wie die Wanderraupe, ganze Waldstrecken wurden in einer Nacht gefällt und auf der Stelle fortgeschafft, so daß man am andern Morgen nichts fand als Späne und wüste Haufen von Topholz"
116,835,37534,37578,"man das verdächtigste von allen, das Dorf B."
117,206,37600,37814,"Ein Zufall hatte dies bewirkt, eine Hochzeit, auf der fast alle Bewohner dieses Dorfes notorisch die Nacht zugebracht hatten, während zu eben dieser Zeit die Blaukittel eine ihrer stärksten Expeditionen ausführten."
118,547,37815,38383,"Der Schaden in den Forsten war indes allzugroß, deshalb wurden die Maßregeln dagegen auf eine bisher unerhörte Weise gesteigert; Tag und Nacht wurde patrouilliert, Ackerknechte, Hausbediente mit Gewehren versehen und den Forstbeamten zugesellt. Dennoch war der Erfolg nur gering, und die Wächter hatten oft kaum das eine Ende des Forstes verlassen, wenn die Blaukittel schon zum andern einzogen. Das währte länger als ein volles Jahr, Wächter und Blaukittel, Blaukittel und Wächter, wie Sonne und Mond immer abwechselnd im Besitz des Terrains und nie zusammentreffend."
119,311,38384,39136,"Es war im Juli 1756 früh um drei; der Mond stand klar am Himmel, aber sein Glanz fing an zu ermatten, und im Osten zeigte sich bereits ein schmaler gelber Streif, der den Horizont besäumte und den Eingang einer engen Talschlucht wie mit einem Goldbande schloß. Friedrich lag im Grase, nach seiner gewohnten Weise, und schnitzelte an einem Weidenstabe, dessen knotigem Ende er die Gestalt eines ungeschlachten Tieres zu geben versuchte. Er sah übermüdet aus, gähnte, ließ mitunter seinen Kopf an einem verwitterten Stammknorren ruhen und Blicke, dämmeriger als der Horizont, über den mit Gestrüpp und Aufschlag fast verwachsenen Eingang des Grundes streifen. Ein paarmal belebten sich seine Augen und nahmen den ihnen eigentümlichen glasartigen Glanz an"
120,313,39884,41106,"Es fing bereits stark zu dämmern an; die Vögel begannen leise zu zwitschern, und der Tau stieg fühlbar aus dem Grunde. Friedrich war an dem Stamm hinabgeglitten und starrte, die Arme über den Kopf verschlungen, in das leise einschleichende Morgenrot. Plötzlich fuhr er auf: über sein Gesicht fuhr ein Blitz, er horchte einige Sekunden mit vorgebeugtem Oberleib wie ein Jagdhund, dem die Luft Witterung zuträgt. Dann schob er schnell zwei Finger in den Mund und pfiff gellend und anhaltend. – »Fidel, du verfluchtes Tier!« – Ein Steinwurf traf die Seite des unbesorgten Hundes, der, vom Schlafe aufgeschreckt, zuerst um sich biß und dann heulend auf drei Beinen dort Trost suchte, von wo das Übel ausgegangen war. In demselben Augenblicke wurden die Zweige eines nahen Gebüsches fast ohne Geräusch zurückgeschoben, und ein Mann trat heraus, im grünen Jagdrock, den silbernen Wappenschild am Arm, die gespannte Büchse in der Hand. Er ließ schnell seine Blicke über die Schlucht fahren und sie dann mit besonderer Schärfe auf dem Knaben verweilen, trat dann vor, winkte nach dem Gebüsch, und allmählich wurden sieben bis acht Männer sichtbar, alle in ähnlicher Kleidung, Weidmesser im Gürtel und die gespannten Gewehre in der"
121,1662,41114,41998,"Friedrich, was war das?« fragte der zuerst Erschienene. – »Ich wollte, daß der Racker auf der Stelle krepierte. Seinetwegen können die Kühe mir die Ohren vom Kopf fressen.« – »Die Canaille hat uns gesehen«, sagte ein anderer. »Morgen sollst du auf die Reise mit einem Stein am Halse«, fuhr Friedrich fort und stieß nach dem Hunde. – »Friedrich, stell dich nicht an wie ein Narr! Du kennst mich, und du verstehst mich auch!« – Ein Blick begleitete diese Worte, der schnell wirkte. – »Herr Brandis, denkt an meine Mutter!« – »Das tu ich. Hast du nichts im Walde gehört?« – »Im Walde?« – Der Knabe warf einen raschen Blick auf des Försters Gesicht. – »Eure Holzfäller, sonst nichts.« – »Meine Holzfäller!«
Die ohnehin dunkle Gesichtsfarbe des Försters ging in tiefes Braunrot über. »Wie viele sind ihrer, und wo treiben sie ihr Wesen?« – »Wohin Ihr sie geschickt habt; ich weiß es nicht."
122,715,42172,42575,"Friedrich«, sagte er mit dem Ton unterdrückter Wut, »meine Geduld ist zu Ende; ich möchte dich prügeln wie einen Hund, und mehr seid ihr auch nicht wert. Ihr Lumpenpack, dem kein Ziegel auf dem Dach gehört! Bis zum Betteln habt ihr es, gottlob, bald gebracht, und an meiner Tür soll deine Mutter, die alte Hexe, keine verschimmelte Brotrinde bekommen. Aber vorher sollt ihr mir noch beide ins Hundeloch."
123,486,42577,43594,"Friedrich griff krampfhaft nach einem Aste. Er war totenbleich, und seine Augen schienen wie Kristallkugeln aus dem Kopfe schießen zu wollen. Doch nur einen Augenblick. Dann kehrte die größte, an Erschlaffung grenzende Ruhe zurück. »Herr«, sagte er fest, mit fast sanfter Stimme, »Ihr habt gesagt, was Ihr nicht verantworten könnt, und ich vielleicht auch. Wir wollen es gegeneinander aufgehen lassen, und nun will ich Euch sagen, was Ihr verlangt. Wenn ihr die Holzfäller nicht selbst bestellt habt, so müssen es die Blaukittel sein; denn aus dem Dorfe ist kein Wagen gekommen; ich habe den Weg ja vor mir, und vier Wagen sind es. Ich habe sie nicht gesehen, aber den Hohlweg hinauffahren hören.« Er stockte einen Augenblick. – »Könnt ihr sagen, daß ich je einen Baum in Eurem Revier gefällt habe? Überhaupt, daß ich je anderwärts gehauen habe als auf Bestellung? Denkt nach, ob Ihr das sagen könnt.«
Ein verlegenes Murmeln war die ganze Antwort des Försters, der nach Art der meisten rauhen Menschen leicht bereute."
124,1436,43651,45174,"Nein, Herr«, rief Friedrich, »wenn Ihr zu den anderen Förstern wollt, die sind dort an der Buche hinaufgegangen.« – »An der Buche?« sagte Brandis zweifelhaft, »nein, dort hinüber, nach dem Mastergrunde.« – »Ich sage Euch, an der Buche; des langen Heinrich Flintenriemen blieb noch am krummen Ast dort hängen; ich habs ja gesehen!«
Der Förster schlug den bezeichneten Weg ein. Friedrich hatte die ganze Zeit hindurch seine Stellung nicht verlassen; halb liegend, den Arm um einen dürren Ast geschlungen, sah er dem Fortgehenden unverrückt nach, wie er durch den halbverwachsenen Steig glitt, mit den vorsichtigen, weiten Schritten seines Metiers, so geräuschlos, wie ein Fuchs die Hühnersteige erklimmt. Hier sank ein Zweig hinter ihm, dort einer; die Umrisse seiner Gestalt schwanden immer mehr. Da blitzte es noch einmal durchs Laub. Es war ein Stahlknopf seines Jagdrocks; nun war er fort. Friedrichs Gesicht hatte während dieses allmählichen Verschwindens den Ausdruck seiner Kälte verloren, und seine Züge schienen zuletzt unruhig bewegt. Gereute es ihn vielleicht, den Förster nicht um Verschweigung seiner Angaben gebeten zu haben? Er ging einige Schritte voran, blieb dann stehen. »Es ist zu spät«, sagte er vor sich hin und griff nach seinem Hute. Ein leises Picken im Gebüsche, nicht zwanzig Schritte von ihm. Es war der Förster, der den Flintenstein schärfte. Friedrich horchte. – »Nein!« sagte er dann mit entschlossenem Tone, raffte seine Siebensachen zusammen und trieb das Vieh eilfertig die Schlucht entlang."
125,844,45227,45510,"Friedrich war krank heimgekommen, er klagte über heftige Kopfschmerzen und hatte auf ihre besorgte Nachfrage erzählt, wie er sich schwer geärgert über den Förster, kurz den ganzen eben beschriebenen Vorgang mit Ausnahme einiger Kleinigkeiten, die er besser fand für sich zu behalten."
126,846,45653,45686,so angegriffen vor wie sonst nie.
127,717,45798,45978,"Mutter!« rief Friedrich aus der Kammer. – »Was willst du?« – »War das ein Schuß?« – »Aber nein, ich weiß nicht, was du meinst.« – »Es pocht mir wohl nur so im Kopfe«, versetzte er."
128,1685,46217,46245,"Ach gar nichts, Lügen, Wind!"
129,1687,46325,46378,die alte Geschichte; und ist doch nichts Wahres dran.
130,1690,47024,47058,"kahl gefegt haben, wie meine Hand?"
131,549,47114,47387,"Die Schandbuben«, fuhr der Schreiber fort, »ruinieren alles; wenn sie noch Rücksicht nähmen auf das junge Holz, aber Eichenstämmchen wie mein Arm dick, wo nicht einmal eine Ruderstange drin steckt! Es ist, als ob ihnen anderer Leute Schaden ebenso lieb wäre wie ihr Profit!"
132,1692,47485,47525,Er schien etwas auf dem Herzen zu haben.
133,610,48061,48405,"Gott im Himmel, geh nicht mit ihm ins Gericht! Er wußte nicht, was er tat!« – »Mit ihm?« rief der Amtsschreiber, »mit dem verfluchten Mörder, meint Ihr?« Aus der Kammer drang ein schweres Stöhnen. Margreth eilte hin, und der Schreiber folgte ihr. Friedrich saß aufrecht im Bette, das Gesicht in die Hände gedrückt und ächzte wie ein Sterbender."
134,1507,48544,48800,"Was fehlt ihm?« – »Ach, Gott weiß es«, versetzte sie; »er ist schon um vier mit den Kühen heimgekommen, weil ihm so übel war.« – »Friedrich, Friedrich, antworte doch! Soll ich zum Doktor?« – »Nein, nein«, ächzte er, »es ist nur Kolik, es wird schon besser."
135,721,48802,48897,Er legte sich zurück; sein Gesicht zuckte krampfhaft vor Schmerz; dann kehrte die Farbe wieder.
136,315,48964,49085,"Frau Mergel«, sagte der Amtsschreiber ernst, »ist es gewiß, daß Friedrich um vier zu Hause kam und nicht wieder fortging?"
137,1694,49162,49187,"wollte Gott, er könnt es!"
138,1136,49236,49722,"In Gottes Namen, ja, daß er ihn im Walde geschimpft und unsere Armut vorgeworfen hat, der Lump! – Doch Gott verzeih mir, er ist tot! – Geht!« fuhr sie heftig fort; »seid ihr gekommen, um ehrliche Leute zu beschimpfen? Geht!« – Sie wandte sich wieder zu ihrem Sohne, der Schreiber ging. – »Friedrich, wie ist dir?« sagte die Mutter. »Hast du wohl gehört? Schrecklich, schrecklich! ohne Beichte und Absolution!« – »Mutter, Mutter, um Gottes willen, laß mich schlafen; ich kann nicht mehr!"
139,850,50519,50550,"Was sein muß, schickt sich wohl"
140,1255,50645,50821,"wenn die Kinder klein sind, treten sie uns in den Schoß, und wenn sie groß sind, ins Herz!«
Die gerichtliche Untersuchung hatte ihren Anfang genommen, die Tat lag klar am Tage;"
141,1700,51142,51180,auf eigene Hand die Sache einzuleiten.
142,1796,52257,52283,daß die Blaukittel am Werk
143,551,53015,53876,"Es sei ihnen unbegreiflich, wie man dieses ins Werk gestellt, da keine Wagenspuren zu finden gewesen. Auch habe die Dürre der Jahreszeit und der mit Fichtennadeln bestreute Boden keine Fußstapfen unterscheiden lassen, obgleich der Grund ringsumher wie festgestampft war. Da man nun überlegt, daß es zu nichts nützen könne, den Oberförster zu erwarten, sei man rasch der andern Seite des Waldes zugeschritten, in der Hoffnung, vielleicht noch einen Blick von den Frevlern zu erhaschen. Hier habe sich einem von ihnen beim Ausgange des Waldes die Flaschenschnur in Brombeerranken verstrickt, und als er umgeschaut, habe er etwas im Gestrüpp blitzen sehen; es war die Gurtschnalle des Oberförsters; den man nun hinter den Ranken liegend fand, grad ausgestreckt, die rechte Hand um den Flintenlauf geklemmt, die andere geballt und die Stirn von einer Axt gespalten."
144,1703,53918,53988,"kamen die Bauern an die Reihe, aus denen jedoch nichts zu bringen war."
145,1705,54082,54116,keiner wollte etwas bemerkt haben.
146,1586,54136,54244,"Sie waren sämtlich angesessene, unverdächtige Leute. Man mußte sich mit ihren negativen Zeugnissen begnügen."
147,1588,54365,54617,"weder gespannt noch keck. Das Verhör währte ziemlich lange, und die Fragen waren mitunter ziemlich schlau gestellt; er beantwortete sie jedoch alle offen und bestimmt und erzählte den Vorgang zwischen ihm und dem Oberförster ziemlich der Wahrheit gemäß"
148,852,54644,54681,"geratener fand, für sich zu behalten."
149,854,54682,54733,Sein Alibi zur Zeit des Mordes war leicht erwiesen.
150,1271,54978,55079,"alle anwesenden Bauern beeiferten sich, es zu bezeugen; mit diesem hatte er geredet, jenem zugenickt."
151,1448,55080,56157,"Der Gerichtsschreiber saß unmutig und verlegen da. Plötzlich fuhr er mit der Hand hinter sich und brachte etwas Blinkendes vor Friedrichs Auge. »Wem gehört dies?« – Friedrich sprang drei Schritt zurück. »Herr Jesus! Ich dachte, Ihr wolltet mir den Schädel einschlagen.« Seine Augen waren rasch über das tödliche Werkzeug gefahren und schienen momentan auf einem ausgebrochenen Splitter am Stiele zu haften. »Ich weiß es nicht«, sagte er fest. – Es war die Axt, die man in dem Schädel des Oberförsters eingeklammert gefunden hatte. – »Sieh sie genau an«, fuhr der Gerichtsschreiber fort. Friedrich faßte sie mit der Hand, besah sie oben, unten, wandte sie um. »Es ist eine Axt wie andere«, sagte er dann und legte sie gleichgültig auf den Tisch. Ein Blutfleck ward sichtbar; er schien zu schaudern, aber er wiederholte noch einmal sehr bestimmt: »Ich kenne sie nicht.« Der Gerichtsschreiber seufzte vor Unmut. Er selbst wußte um nichts mehr und hatte nur einen Versuch zu möglicher Entdeckung durch Überraschung machen wollen. Es blieb nichts übrig, als das Verhör zu schließen."
152,132,56158,56975,"Denjenigen, die vielleicht auf den Ausgang dieser Begebenheit gespannt sind, muß ich sagen, daß diese Geschichte nie aufgeklärt wurde, obwohl noch viel dafür geschah und diesem Verhöre mehrere folgten. Den Blaukitteln schien durch das Aufsehen, das der Vorgang gemacht, und die darauf folgenden geschärften Maßregeln der Mut genommen; sie waren von nun an wie verschwunden, und obgleich späterhin noch mancher Holzfrevler erwischt wurde, fand man doch nie Anlaß, ihn der berüchtigten Bande zuzuschreiben. Die Axt lag zwanzig Jahre nachher als unnützes corpus delicti im Gerichtsarchiv, wo sie wohl noch jetzt ruhen mag mit ihren Rostflecken. Es würde in einer erdichteten Geschichte unrecht sein, die Neugier des Lesers so zu täuschen. Aber dies alles hat sich wirklich zugetragen; ich kann nichts davon oder dazutun."
153,213,57031,57052,zur Beichte zu gehen.
154,1799,57672,57713,Sollte er nachtwandeln?« dachte Friedrich
155,77,57747,60672,"Friedrich, wohin?« flüsterte der Alte. – »Ohm, seid ihrs? Ich will beichten gehen.« – »Das dacht ich mir; geh in Gottes Namen, aber beichte wie ein guter Christ.« – »Das will ich«, sagte Friedrich. – »Denk an die zehn Gebote: du sollst kein Zeugnis ablegen gegen deinen Nächsten.« – »Kein falsches!« – »Nein, gar keines; du bist schlecht unterrichtet; wer einen andern in der Beichte anklagt, der empfängt das Sakrament unwürdig.«
Beide schwiegen. – »Ohm, wie kommt ihr darauf?« sagte Friedrich dann; »Eu'r Gewissen ist nicht rein; ihr habt mich belogen.« – »Ich? So?« – »Wo ist Eure Axt?« – »Meine Axt? Auf der Tenne.« – »Habt Ihr einen neuen Stiel hineingemacht? Wo ist der alte?« – »Den kannst du heute bei Tage im Holzschuppen finden. Geh«, fuhr er verächtlich fort, »ich dachte, du seist ein Mann; aber du bist ein altes Weib, das gleich meint, das Haus brennt, wenn ihr Feuertopf raucht. Sieh«, fuhr er fort, »wenn ich mehr von der Geschichte weiß als der Türpfosten da, so will ich ewig nicht selig werden. Längst war ich zu Haus«, fügte er hinzu. – Friedrich stand beklemmt und zweifelnd. Er hätte viel darum gegeben, seines Ohms Gesicht sehen zu können. Aber während sie flüsterten, hatte der Himmel sich bewölkt.
»Ich habe schwere Schuld«, seufzte Friedrich, »daß ich ihn den unrechten Weg geschickt – obgleich – doch, dies hab ich nicht gedacht; nein, gewiß nicht. Ohm, ich habe Euch ein schweres Gewissen zu danken.« – »So geh, beicht!« flüsterte Simon mit bebender Stimme; »verunehre das Sakrament durch Angeberei und setze armen Leuten einen Spion auf den Hals, der schon Wege finden wird, ihnen das Stückchen Brot aus den Zähnen zu reißen, wenn er gleich nicht reden darf – geh!« – Friedrich stand unschlüssig; er hörte ein leises Geräusch, die Wolken verzogen sich, das Mondlicht fiel wieder auf die Kammertür: sie war geschlossen. Friedrich ging an diesem Morgen nicht zur Beichte.
Der Eindruck, den dieser Vorfall auf Friedrich gemacht, erlosch leider nur zu bald. Wer zweifelt daran, daß Simon alles tat, seinen Adoptivsohn dieselben Wege zu leiten, die er selber ging? Und in Friedrich lagen Eigenschaften, die dies nur zu sehr erleichterten: Leichtsinn, Erregbarkeit, und vor allem ein grenzenloser Hochmut, der nicht immer den Schein verschmähte und dann alles daran setzte, durch Wahrmachung des Usurpierten möglicher Beschämung zu entgehen. Seine Natur war nicht unedel, aber er gewöhnte sich, die innere Schande der äußern vorzuziehen. Man darf nur sagen, er gewöhnte sich zu prunken, während seine Mutter darbte.
Diese unglückliche Wendung seines Charakters war indessen das Werk mehrerer Jahre, in denen man bemerkte, daß Margreth immer stiller über ihren Sohn ward und allmählich in einen Zustand der Verkommenheit versank, den man früher bei ihr für unmöglich gehalten hätte. Sie wurde scheu, saumselig, sogar unordentlich, und manche meinten, ihr Kopf habe gelitten. Friedrich ward desto lauter;"
156,873,60728,60950,"sehr empfindliches Ehrgefühl ihn die geheime Mißbilligung mancher nicht übersehen ließ, war er gleichsam immer unter Waffen, der öffentlichen Meinung nicht sowohl Trotz zu bieten, als sie den Weg zu leiten, der ihm gefiel."
157,638,60951,61397,"Er war äußerlich ordentlich, nüchtern, anscheinend treuherzig, aber listig, prahlerisch und oft roh, ein Mensch, an dem niemand Freude haben konnte, am wenigsten seine Mutter, und der dennoch durch seine gefürchtete Kühnheit und noch mehr gefürchtete Tücke ein gewisses Übergewicht im Dorfe erlangt hatte, das um so mehr anerkannt wurde, je mehr man sich bewußt war, ihn nicht zu kennen und nicht berechnen zu können, wessen er am Ende fähig sei."
158,890,61915,62033,"mehr Betrunkene, hörte von mehr Schlägereien und dummen Streichen als je. Überall gabs Lustbarkeiten; der blaue Montag"
159,1399,62034,62172,"kam in Aufnahme, und wer ein paar Taler erübrigt hatte, wollte gleich eine Frau dazu, die ihm heute essen und morgen hungern helfen könne."
160,1278,62474,62509,Da viele Auswärtige erwartet wurden
161,217,62562,62968,"Es war sieben Uhr abends und alles in vollem Gange; Jubel und Gelächter an allen Enden, die niederen Stuben zum Ersticken angefüllt mit blauen, roten und gelben Gestalten, gleich Pfandställen, in denen eine zu große Herde eingepfercht ist. Auf der Tenne ward getanzt, das heißt: wer zwei Fuß Raum erobert hatte, drehte sich darauf immer rundum und suchte durch Jauchzen zu ersetzen, was an Bewegung fehlte."
162,894,63249,63367,"Friedrich stolzierte umher wie ein Hahn, im neuen himmelblauen Rock, und machte sein Recht als erster Elegant geltend."
163,896,63406,63505,saß er gerade hinter der Baßgeige und strich die tiefste Saite mit großer Kraft und vielem Anstand.
164,488,63507,63675,"Johannes!« rief er gebieterisch, und heran trat sein Schützling von dem Tanzplatze, wo er auch seine ungelenken Beine zu schlenkern und eins zu jauchzen versucht hatte."
165,374,63713,63769,durch eine stolze Kopfbewegung seinen Willen zu erkennen
166,219,63847,64309,"Der beliebte Tanz ward gespielt, und Friedrich machte Sätze vor den Augen seiner Herrschaft, daß die Kühe an der Tenne die Hörner zurückzogen und Kettengeklirr und Gebrumm an ihren Ständern herlief. Fußhoch über die anderen tauchte sein blonder Kopf auf und nieder, wie ein Hecht, der sich im Wasser überschlägt; an allen Enden schrien Mädchen auf, denen er zum Zeichen der Huldigung mit einer raschen Kopfbewegung sein langes Flachshaar ins Gesicht schleuderte."
167,1438,64394,64746,"die gnädigen Herrschaften sollen leben und alle die hochadeligen Prinzen und Prinzessinnen, und wers nicht mittrinkt, den will ich an die Ohren schlagen, daß er die Engel singen hört!« – Ein lautes Vivat beantwortete den galanten Toast. – Friedrich machte seinen Bückling. – »Nichts für ungut, gnädige Herrschaften; wir sind nur ungelehrte Bauersleute!"
168,901,65154,65446,"Das sollt Ihr früh genug gewahr werden«, keuchte ein altes Weib mit der Küchenschürze und einem Wischhader in der Hand. – Schande! Johannes, der arme Teufel, dem zu Hause das Schlechteste gut genug sein mußte, hatte versucht, sich ein halbes Pfündchen Butter für die kommende Dürre zu sichern"
169,276,65817,66009,Aber Friedrich trat vor: »Lumpenhund!« rief er; ein paar derbe Maulschellen trafen den geduldigen Schützling; dann stieß er ihn an die Tür und gab ihm einen tüchtigen Fußtritt mit auf den Weg.
170,278,66010,66248,"Er kehrte niedergeschlagen zurück; seine Würde war verletzt, das allgemeine Gelächter schnitt ihm durch die Seele; ob er sich gleich durch einen tapfern Juchheschrei wieder in den Gang zu bringen suchte – es wollte nicht mehr recht gehen."
171,280,66249,66436,"Er war im Begriff, sich wieder hinter die Baßviole zu flüchten; doch zuvor noch ein Knalleffekt: er zog seine silberne Taschenuhr hervor, zu jener Zeit ein seltener und kostbarer Schmuck."
172,907,66516,67145,"Eine prächtige Uhr!« sagte der Schweinehirt und schob sein Gesicht in ehrfurchtsvoller Neugier vor. – »Was hat sie gekostet?« rief Wilm Hülsmeyer, Friedrichs Nebenbuhler. – »Willst du sie bezahlen?« fragte Friedrich. – »Hast du sie bezahlt?« antwortete Wilm. Friedrich warf einen stolzen Blick auf ihn und griff in schweigender Majestät zum Fiedelbogen. – »Nun, nun«, sagte Hülsmeyer, »dergleichen hat man schon erlebt. Du weißt wohl, der Franz Ebel hatte auch eine schöne Uhr, bis der Jude Aaron sie ihm wieder abnahm.« – Friedrich antwortete nicht, sondern winkte stolz der ersten Violine, und sie begannen aus Leibeskräften zu"
173,1178,67157,67318,"Die Gutsherrschaft war indessen in die Kammer getreten, wo der Braut von den Nachbarfrauen das Zeichen ihres neuen Standes, die weiße Stirnbinde, umgelegt wurde."
174,282,67319,67661,"Das junge Blut weinte sehr, teils weil es die Sitte so wollte teils aus wahrer Beklemmung. Sie sollte einem verworrenen Haushalt vorstehen, unter den Augen eines mürrischen alten Mannes, den sie noch obendrein lieben sollte. Er stand neben ihr, durchaus nicht wie der Bräutigam des hohen Liedes, der »in die Kammer tritt wie die Morgensonne«."
175,912,67693,67794,"sagte er verdrießlich; »bedenk, du bist es nicht, die mich glücklich macht, ich mache dich glücklich!"
176,79,67868,68906,"Das Geschäft war beendigt; die junge Frau hatte ihrem Manne zugetrunken, junge Spaßvögel hatten durch den Dreifuß geschaut, ob die Binde gerade sitze; und man drängte sich wieder der Tenne zu, von wo unauslöschliches Gelächter und Lärm herüberschallte. Friedrich war nicht mehr dort. Eine große, unerträgliche Schmach hatte ihn getroffen, da der Jude Aaron, ein Schlächter und gelegentlicher Althändler aus dem nächsten Städtchen, plötzlich erschienen war und nach einem kurzen, unbefriedigenden Zwiegespräch ihn laut vor allen Leuten um den Betrag von zehn Talern für eine schon um Ostern gelieferte Uhr gemahnt hatte. Friedrich war wie vernichtet fortgegangen und der Jude ihm gefolgt, immer schreiend: »O weh mir! Warum hab ich nicht gehört auf vernünftige Leute! Haben sie mir nicht hundertmal gesagt, Ihr hättet all Eu'r Gut am Leibe und kein Brot im Schranke!« – Die Tenne tobte von Gelächter; manche hatten sich auf den Hof nachgedrängt. – »Packt den Juden! Wiegt ihn gegen ein Schwein!« riefen einige; andere waren ernst geworden."
177,726,68910,69042,"Der Friedrich sah so blaß aus wie ein Tuch«, sagte eine alte Frau, und die Menge teilte sich, wie der Wagen des Gutsherrn in den Hof"
178,914,69051,69390,"Herr von S. war auf dem Heimwege verstimmt, die jedesmalige Folge, wenn der Wunsch, seine Popularität aufrecht zu erhalten, ihn bewog, solchen Festen beizuwohnen. Er sah schweigend aus dem Wagen. »Was sind denn das für ein paar Figuren?« – Er deutete auf zwei dunkle Gestalten, die vor dem Wagen rannten wie Strauße. Nun schlüpften sie ins"
179,225,69402,69457,Auch ein paar selige Schweine aus unserm eigenen Stall!
180,640,69467,69478,Herr von S.
181,1724,69660,69728,"Sie behaupteten, von des alten Mergels Geist verfolgt worden zu sein"
182,379,69769,70137,"Zuerst hatte es über ihnen an der Höhe gerauscht und geknistert; darauf hoch in der Luft ein Geklapper wie von aneinander geschlagenen Stöcken; plötzlich ein gellender Schrei und ganz deutlich die Worte: »O weh, meine arme Seele!« hoch von oben herab. Der eine wollte auch glühende Augen durch die Zweige funkeln gesehen haben, und beide waren gelaufen, was ihre Beine"
183,381,70257,70613,"wollte die Fontäne im Garten nicht springen, und es fand sich, daß jemand eine Röhre verrückt hatte, augenscheinlich um nach dem Kopfe eines vor vielen Jahren hier verscharrten Pferdegerippes zu suchen, der für ein bewährtes Mittel wider allen Hexen- und Geisterspuk gilt. »Hm«, sagte der Gutsherr, »was die Schelme nicht stehlen, das verderben die Narren."
184,916,70957,70968,Herr von S.
185,728,71209,71426,"Im Anfang war das Wort, und das Wort war bei Gott, und Gott war das Wort.« – Ein furchtbarer Donnerschlag. Alle fuhren zusammen; dann furchtbares Geschrei und Getümmel die Treppe heran. – »Um Gottes willen! Brennt es?"
186,923,71433,71444,Frau von S.
187,520,71454,71485,mit dem Gesichte auf den Stuhl.
188,83,71495,71770,"ward aufgerissen, und herein stürzte die Frau des Juden Aaron, bleich wie der Tod, das Haar wild um den Kopf, von Regen triefend. Sie warf sich vor dem Gutsherrn auf die Knie. »Gerechtigkeit!« rief sie, »Gerechtigkeit! Mein Mann ist erschlagen!« und sank ohnmächtig zusammen."
189,286,71791,72078,"und die nachfolgende Untersuchung bewies, daß der Jude Aaron durch einen Schlag an die Schläfe mit einem stumpfen Instrumente, wahrscheinlich einem Stabe, sein Leben verloren hatte, durch einen einzigen Schlag. An der linken Schläfe war der blaue Fleck, sonst keine Verletzung zu finden."
190,925,72079,72400,"Die Aussagen der Jüdin und ihres Knechtes Samuel lauteten so: Aaron war vor drei Tagen am Nachmittag ausgegangen, um Vieh zu kaufen, und hatte dabei gesagt, er werde wohl über Nacht ausbleiben, da noch einige böse Schuldner in B. und S. zu mahnen seien. In diesem Falle werde er in B. beim Schlächter Salomon übernachten."
191,1727,72760,72797,einen Handel mit ihnen im Auge hatte.
192,927,73302,73650,"die Frau beim Leuchten des Blitzes etwas Weißes neben sich im Moose. Es ist der Stab ihres Mannes, und fast im selben Augenblicke bricht der Hund durchs Gebüsch und trägt etwas im Maule: es ist der Schuh ihres Mannes. Nicht lange, so ist in einem mit dürrem Laube gefüllten Graben der Leichnam des Juden gefunden. – Dies war die Angabe des Knechtes"
193,288,73697,73803,"ihre übergroße Spannung hatte nachgelassen, und sie schien jetzt halb verwirrt oder vielmehr stumpfsinnig."
194,87,73807,74353,"Aug um Auge, Zahn um Zahn!« dies waren die einzigen Worte, die sie zuweilen hervorstieß.
In derselben Nacht noch wurden die Schützen aufgeboten, um Friedrich zu verhaften. Der Anklage bedurfte es nicht, da Herr von S. selbst Zeuge eines Auftritts gewesen war, der den dringendsten Verdacht auf ihn werfen mußte; zudem die Gespenstergeschichte von jenem Abende, das Aneinanderschlagen der Stäbe im Brederholz, der Schrei aus der Höhe. Da der Amtsschreiber gerade abwesend war, so betrieb Herr von S. selbst alles rascher, als sonst geschehen wäre."
195,1407,74968,75009,"Er war nicht da, aber das Bett noch warm."
